n=26  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  484.990625+ -0.000776i  sigX_q=  -12.354480              sigX_T=   -0.016278              VH_q=  484.990625+ -0.000776i  VH_T=   -0.000000+  0.000000i
n=27  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  484.990625+ -0.000776i  sigX_q=  -12.354480              sigX_T=   -0.016278              VH_q=  484.990625+ -0.000776i  VH_T=   -0.000000+  0.000000i
n=28  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  460.393282+ -0.000742i  sigX_q=  -11.841172              sigX_T=   -0.013294              VH_q=  460.393282+ -0.000742i  VH_T=   -0.000000+ -0.000000i
n=29  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  460.393282+ -0.000742i  sigX_q=  -11.841172              sigX_T=   -0.013294              VH_q=  460.393282+ -0.000742i  VH_T=   -0.000000+ -0.000000i

k-point 4:
----------------------------------------------------------------------------------------------------
n=0   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  595.610827+  0.000456i  sigX_q=  -37.077800              sigX_T=   -0.026428              VH_q=  595.610827+  0.000456i  VH_T=    0.000000+ -0.000000i
n=1   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  595.610827+  0.000456i  sigX_q=  -37.077800              sigX_T=   -0.026428              VH_q=  595.610827+  0.000456i  VH_T=    0.000000+ -0.000000i
n=2   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.311596+  0.000747i  sigX_q=  -30.368427              sigX_T=   -0.077833              VH_q=  584.311596+  0.000747i  VH_T=   -0.000000+  0.000000i
n=3   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.441630+  0.000912i  sigX_q=  -30.408222              sigX_T=   -0.081393              VH_q=  584.441630+  0.000913i  VH_T=   -0.000000+ -0.000000i
n=4   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  585.816785+ -0.000158i  sigX_q=  -30.028842              sigX_T=   -0.098864              VH_q=  585.816784+ -0.000158i  VH_T=    0.000001+ -0.000000i
n=5   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  586.332343+  0.000077i  sigX_q=  -30.107781              sigX_T=   -0.067190              VH_q=  586.332344+  0.000077i  VH_T=   -0.000001+  0.000000i
n=6   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  576.768399+  0.001247i  sigX_q=  -29.865819              sigX_T=   -0.209604              VH_q=  576.768401+  0.001247i  VH_T=   -0.000002+ -0.000000i
n=7   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  577.032746+  0.001310i  sigX_q=  -29.893054              sigX_T=   -0.174182              VH_q=  577.032744+  0.001310i  VH_T=    0.000002+  0.000000i
n=8   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  389.581006+  0.000307i  sigX_q=  -18.976250              sigX_T=   -0.013621              VH_q=  389.581006+  0.000307i  VH_T=    0.000000+ -0.000000i
n=9   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  379.192419+  0.000465i  sigX_q=  -18.984752              sigX_T=   -0.008450              VH_q=  379.192419+  0.000465i  VH_T=    0.000000+ -0.000000i
n=10  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  379.012082+  0.000466i  sigX_q=  -18.982174              sigX_T=   -0.008306              VH_q=  379.012083+  0.000466i  VH_T=   -0.000000+  0.000000i
n=11  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  388.655359+  0.000296i  sigX_q=  -19.000947              sigX_T=   -0.012554              VH_q=  388.655359+  0.000296i  VH_T=   -0.000000+ -0.000000i
n=12  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  420.609621+ -0.000093i  sigX_q=  -15.006789              sigX_T=   -0.006477              VH_q=  420.609621+ -0.000093i  VH_T=   -0.000000+  0.000000i
n=13  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  422.056137+ -0.000093i  sigX_q=  -15.032193              sigX_T=   -0.005592              VH_q=  422.056137+ -0.000093i  VH_T=    0.000000+ -0.000000i
n=14  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  384.041447+ -0.000245i  sigX_q=  -14.464554              sigX_T=   -0.007593              VH_q=  384.041447+ -0.000245i  VH_T=   -0.000000+  0.000000i
n=15  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  384.295216+ -0.000241i  sigX_q=  -14.465925              sigX_T=   -0.008091              VH_q=  384.295216+ -0.000241i  VH_T=   -0.000000+ -0.000000i
n=16  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  395.298521+  0.000164i  sigX_q=  -13.176750              sigX_T=   -0.010533              VH_q=  395.298521+  0.000164i  VH_T=    0.000000+ -0.000000i
n=17  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  393.675829+  0.000140i  sigX_q=  -13.198669              sigX_T=   -0.008192              VH_q=  393.675829+  0.000140i  VH_T=   -0.000000+ -0.000000i
n=18  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  371.196960+ -0.001007i  sigX_q=  -14.881431              sigX_T=   -0.021434              VH_q=  371.196960+ -0.001007i  VH_T=    0.000000+  0.000000i
n=19  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  374.557780+ -0.001019i  sigX_q=  -14.934662              sigX_T=   -0.021754              VH_q=  374.557780+ -0.001019i  VH_T=   -0.000000+ -0.000000i
n=20  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  348.591134+ -0.000512i  sigX_q=  -13.398169              sigX_T=   -0.021021              VH_q=  348.591134+ -0.000512i  VH_T=   -0.000000+  0.000000i
n=21  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  348.454882+ -0.000507i  sigX_q=  -13.384988              sigX_T=   -0.019526              VH_q=  348.454882+ -0.000507i  VH_T=    0.000000+  0.000000i
n=22  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  345.552101+ -0.000485i  sigX_q=  -14.748897              sigX_T=   -0.014483              VH_q=  345.552101+ -0.000485i  VH_T=    0.000000+  0.000000i
n=23  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  344.560227+ -0.000484i  sigX_q=  -14.718151              sigX_T=   -0.014726              VH_q=  344.560227+ -0.000484i  VH_T=   -0.000000+ -0.000000i
n=24  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  507.429738+ -0.000796i  sigX_q=  -14.540980              sigX_T=   -0.015261              VH_q=  507.429738+ -0.000796i  VH_T=    0.000000+  0.000000i
n=25  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  504.919556+ -0.000791i  sigX_q=  -14.418106              sigX_T=   -0.010324              VH_q=  504.919556+ -0.000791i  VH_T=    0.000000+  0.000000i
n=26  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  529.796669+ -0.000833i  sigX_q=  -12.709843              sigX_T=   -0.019207              VH_q=  529.796669+ -0.000833i  VH_T=    0.000000+ -0.000000i
n=27  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  529.167897+ -0.000836i  sigX_q=  -12.703037              sigX_T=   -0.021373              VH_q=  529.167897+ -0.000836i  VH_T=   -0.000000+ -0.000000i
n=28  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  404.928773+ -0.000636i  sigX_q=  -10.554214              sigX_T=   -0.010760              VH_q=  404.928773+ -0.000636i  VH_T=   -0.000000+ -0.000000i
n=29  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  405.352195+ -0.000608i  sigX_q=  -10.572867              sigX_T=   -0.011676              VH_q=  405.352195+ -0.000608i  VH_T=    0.000000+  0.000000i

k-point 5:
----------------------------------------------------------------------------------------------------
n=0   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  595.483740+  0.000271i  sigX_q=  -37.077279              sigX_T=   -0.025066              VH_q=  595.483740+  0.000271i  VH_T=   -0.000000+  0.000000i
n=1   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  595.483740+  0.000271i  sigX_q=  -37.077279              sigX_T=   -0.025066              VH_q=  595.483740+  0.000271i  VH_T=   -0.000000+  0.000000i
n=2   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.258631+  0.000652i  sigX_q=  -30.386451              sigX_T=   -0.076487              VH_q=  584.258631+  0.000652i  VH_T=    0.000000+ -0.000000i
n=3   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.258631+  0.000652i  sigX_q=  -30.386451              sigX_T=   -0.076487              VH_q=  584.258631+  0.000652i  VH_T=    0.000000+ -0.000000i
n=4   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  579.628998+  0.001089i  sigX_q=  -29.905366              sigX_T=   -0.197959              VH_q=  579.628998+  0.001089i  VH_T=    0.000000+  0.000000i
n=5   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  579.628998+  0.001089i  sigX_q=  -29.905366              sigX_T=   -0.197959              VH_q=  579.628998+  0.001089i  VH_T=    0.000000+  0.000000i
n=6   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.066736+ -0.000527i  sigX_q=  -30.052696              sigX_T=   -0.074824              VH_q=  584.066736+ -0.000527i  VH_T=   -0.000000+ -0.000000i
n=7   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.066736+ -0.000527i  sigX_q=  -30.052696              sigX_T=   -0.074824              VH_q=  584.066736+ -0.000527i  VH_T=   -0.000000+ -0.000000i
n=8   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  385.532510+  0.000577i  sigX_q=  -18.892932              sigX_T=   -0.011423              VH_q=  385.532510+  0.000577i  VH_T=    0.000000+ -0.000000i
n=9   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  385.532510+  0.000577i  sigX_q=  -18.892932              sigX_T=   -0.011423              VH_q=  385.532510+  0.000577i  VH_T=    0.000000+ -0.000000i
n=10  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  369.299013+  0.000492i  sigX_q=  -18.848059              sigX_T=   -0.012318              VH_q=  369.299013+  0.000492i  VH_T=    0.000000+ -0.000000i
n=11  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  369.299013+  0.000492i  sigX_q=  -18.848059              sigX_T=   -0.012318              VH_q=  369.299013+  0.000492i  VH_T=    0.000000+ -0.000000i
n=12  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  420.754146+ -0.000195i  sigX_q=  -14.841376              sigX_T=   -0.010721              VH_q=  420.754146+ -0.000195i  VH_T=   -0.000000+  0.000000i
n=13  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  420.754146+ -0.000195i  sigX_q=  -14.841376              sigX_T=   -0.010721              VH_q=  420.754146+ -0.000195i  VH_T=   -0.000000+  0.000000i
n=14  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  382.965178+ -0.000110i  sigX_q=  -14.304300              sigX_T=   -0.010494              VH_q=  382.965178+ -0.000110i  VH_T=   -0.000000+  0.000000i
n=15  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  382.965178+ -0.000110i  sigX_q=  -14.304300              sigX_T=   -0.010494              VH_q=  382.965178+ -0.000110i  VH_T=   -0.000000+  0.000000i
n=16  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  375.511643+ -0.000345i  sigX_q=  -14.219483              sigX_T=   -0.017899              VH_q=  375.511643+ -0.000345i  VH_T=    0.000000+ -0.000000i
n=17  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  375.511643+ -0.000345i  sigX_q=  -14.219483              sigX_T=   -0.017899              VH_q=  375.511643+ -0.000345i  VH_T=    0.000000+ -0.000000i
n=18  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  448.287917+ -0.000758i  sigX_q=  -15.290900              sigX_T=   -0.005702              VH_q=  448.287917+ -0.000758i  VH_T=   -0.000000+  0.000000i
n=19  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  448.287917+ -0.000758i  sigX_q=  -15.290900              sigX_T=   -0.005702              VH_q=  448.287917+ -0.000758i  VH_T=   -0.000000+  0.000000i
n=20  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  321.516350+ -0.000408i  sigX_q=  -13.623676              sigX_T=   -0.024035              VH_q=  321.516351+ -0.000408i  VH_T=   -0.000000+  0.000000i
n=21  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  321.516350+ -0.000408i  sigX_q=  -13.623676              sigX_T=   -0.024035              VH_q=  321.516351+ -0.000408i  VH_T=   -0.000000+  0.000000i
n=22  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  425.282764+ -0.000578i  sigX_q=  -14.336461              sigX_T=   -0.011803              VH_q=  425.282764+ -0.000578i  VH_T=    0.000000+ -0.000000i
n=23  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  425.282764+ -0.000578i  sigX_q=  -14.336461              sigX_T=   -0.011803              VH_q=  425.282764+ -0.000578i  VH_T=    0.000000+ -0.000000i
n=24  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  464.519440+ -0.000712i  sigX_q=  -13.920689              sigX_T=   -0.015570              VH_q=  464.519440+ -0.000712i  VH_T=    0.000000+ -0.000000i
n=25  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  464.519440+ -0.000712i  sigX_q=  -13.920689              sigX_T=   -0.015570              VH_q=  464.519440+ -0.000712i  VH_T=    0.000000+ -0.000000i
n=26  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  484.987809+ -0.000776i  sigX_q=  -12.352155              sigX_T=   -0.015827              VH_q=  484.987809+ -0.000776i  VH_T=    0.000000+  0.000000i
n=27  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  484.987809+ -0.000776i  sigX_q=  -12.352155              sigX_T=   -0.015827              VH_q=  484.987809+ -0.000776i  VH_T=    0.000000+  0.000000i
n=28  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  460.387097+ -0.000730i  sigX_q=  -11.843684              sigX_T=   -0.016339              VH_q=  460.387097+ -0.000730i  VH_T=    0.000000+ -0.000000i
n=29  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  460.387097+ -0.000730i  sigX_q=  -11.843684              sigX_T=   -0.016339              VH_q=  460.387097+ -0.000730i  VH_T=    0.000000+ -0.000000i

k-point 6:
----------------------------------------------------------------------------------------------------
n=0   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  595.526970+  0.000794i  sigX_q=  -37.079680              sigX_T=   -0.023665              VH_q=  595.526970+  0.000794i  VH_T=   -0.000000+ -0.000000i
n=1   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  595.526970+  0.000794i  sigX_q=  -37.079680              sigX_T=   -0.023665              VH_q=  595.526970+  0.000794i  VH_T=   -0.000000+ -0.000000i
n=2   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.292822+  0.000667i  sigX_q=  -30.422582              sigX_T=   -0.050905              VH_q=  584.292822+  0.000667i  VH_T=   -0.000000+  0.000000i
n=3   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.292822+  0.000667i  sigX_q=  -30.422582              sigX_T=   -0.050905              VH_q=  584.292822+  0.000667i  VH_T=   -0.000000+  0.000000i
n=4   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  579.752976+  0.000983i  sigX_q=  -29.922480              sigX_T=   -0.179109              VH_q=  579.752976+  0.000983i  VH_T=    0.000000+  0.000000i
n=5   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  579.752976+  0.000983i  sigX_q=  -29.922480              sigX_T=   -0.179109              VH_q=  579.752976+  0.000983i  VH_T=    0.000000+  0.000000i
n=6   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  583.990161+ -0.000303i  sigX_q=  -30.004994              sigX_T=   -0.130313              VH_q=  583.990161+ -0.000303i  VH_T=   -0.000000+ -0.000000i
n=7   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  583.990161+ -0.000303i  sigX_q=  -30.004994              sigX_T=   -0.130313              VH_q=  583.990161+ -0.000303i  VH_T=   -0.000000+ -0.000000i
n=8   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  385.536119+  0.000730i  sigX_q=  -18.893616              sigX_T=   -0.009968              VH_q=  385.536119+  0.000730i  VH_T=    0.000000+  0.000000i
n=9   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  385.536119+  0.000730i  sigX_q=  -18.893616              sigX_T=   -0.009968              VH_q=  385.536119+  0.000730i  VH_T=    0.000000+  0.000000i
n=10  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  369.298909+  0.000448i  sigX_q=  -18.847586              sigX_T=   -0.012286              VH_q=  369.298909+  0.000448i  VH_T=    0.000000+  0.000000i
n=11  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  369.298909+  0.000448i  sigX_q=  -18.847586              sigX_T=   -0.012286              VH_q=  369.298909+  0.000448i  VH_T=    0.000000+  0.000000i
n=12  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  420.848967+ -0.000217i  sigX_q=  -14.842655              sigX_T=   -0.009730              VH_q=  420.848967+ -0.000217i  VH_T=   -0.000000+ -0.000000i
n=13  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  420.848967+ -0.000217i  sigX_q=  -14.842655              sigX_T=   -0.009730              VH_q=  420.848967+ -0.000217i  VH_T=   -0.000000+ -0.000000i
n=14  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  383.038284+ -0.000304i  sigX_q=  -14.306273              sigX_T=   -0.012400              VH_q=  383.038285+ -0.000304i  VH_T=   -0.000000+ -0.000000i
n=15  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  383.038284+ -0.000304i  sigX_q=  -14.306273              sigX_T=   -0.012400              VH_q=  383.038285+ -0.000304i  VH_T=   -0.000000+ -0.000000i
n=16  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  375.502586+ -0.000424i  sigX_q=  -14.219166              sigX_T=   -0.017326              VH_q=  375.502586+ -0.000424i  VH_T=    0.000000+  0.000000i
n=17  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  375.502586+ -0.000424i  sigX_q=  -14.219166              sigX_T=   -0.017326              VH_q=  375.502586+ -0.000424i  VH_T=    0.000000+  0.000000i
n=18  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  448.173169+ -0.000643i  sigX_q=  -15.290946              sigX_T=   -0.005663              VH_q=  448.173170+ -0.000643i  VH_T=   -0.000000+ -0.000000i
n=19  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  448.173169+ -0.000643i  sigX_q=  -15.290946              sigX_T=   -0.005663              VH_q=  448.173170+ -0.000643i  VH_T=   -0.000000+ -0.000000i
n=20  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  321.586978+ -0.000000i  sigX_q=  -13.625320              sigX_T=   -0.019940              VH_q=  321.586978+ -0.000000i  VH_T=   -0.000000+ -0.000000i
n=21  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  321.586978+ -0.000000i  sigX_q=  -13.625320              sigX_T=   -0.019940              VH_q=  321.586978+ -0.000000i  VH_T=   -0.000000+ -0.000000i
n=22  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  425.285522+ -0.000558i  sigX_q=  -14.339356              sigX_T=   -0.010012              VH_q=  425.285522+ -0.000558i  VH_T=    0.000000+  0.000000i
n=23  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  425.285522+ -0.000558i  sigX_q=  -14.339356              sigX_T=   -0.010012              VH_q=  425.285522+ -0.000558i  VH_T=    0.000000+  0.000000i
n=24  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  464.509913+ -0.000695i  sigX_q=  -13.917691              sigX_T=   -0.015059              VH_q=  464.509913+ -0.000695i  VH_T=    0.000000+ -0.000000i
n=25  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  464.509913+ -0.000695i  sigX_q=  -13.917691              sigX_T=   -0.015059              VH_q=  464.509913+ -0.000695i  VH_T=    0.000000+ -0.000000i
n=26  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  484.991597+ -0.000776i  sigX_q=  -12.362101              sigX_T=   -0.018067              VH_q=  484.991597+ -0.000776i  VH_T=   -0.000000+  0.000000i
n=27  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  484.991597+ -0.000776i  sigX_q=  -12.362101              sigX_T=   -0.018067              VH_q=  484.991597+ -0.000776i  VH_T=   -0.000000+  0.000000i
n=28  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  460.392368+ -0.000742i  sigX_q=  -11.834121              sigX_T=   -0.022421              VH_q=  460.392368+ -0.000742i  VH_T=    0.000000+ -0.000000i
n=29  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  460.392368+ -0.000742i  sigX_q=  -11.834121              sigX_T=   -0.022421              VH_q=  460.392368+ -0.000742i  VH_T=    0.000000+ -0.000000i

k-point 7:
----------------------------------------------------------------------------------------------------
n=0   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  595.483740+  0.000271i  sigX_q=  -37.077281              sigX_T=   -0.023917              VH_q=  595.483740+  0.000271i  VH_T=    0.000000+ -0.000000i
n=1   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  595.483740+  0.000271i  sigX_q=  -37.077281              sigX_T=   -0.023917              VH_q=  595.483740+  0.000271i  VH_T=    0.000000+ -0.000000i
n=2   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.258192+  0.000651i  sigX_q=  -30.420210              sigX_T=   -0.055527              VH_q=  584.258192+  0.000651i  VH_T=    0.000000+ -0.000000i
n=3   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.258192+  0.000651i  sigX_q=  -30.420210              sigX_T=   -0.055527              VH_q=  584.258192+  0.000651i  VH_T=    0.000000+ -0.000000i
n=4   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  579.628940+  0.001089i  sigX_q=  -29.898845              sigX_T=   -0.209281              VH_q=  579.628941+  0.001089i  VH_T=   -0.000000+  0.000000i
n=5   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  579.628940+  0.001089i  sigX_q=  -29.898845              sigX_T=   -0.209281              VH_q=  579.628941+  0.001089i  VH_T=   -0.000000+  0.000000i
n=6   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.066617+ -0.000526i  sigX_q=  -30.029193              sigX_T=   -0.096155              VH_q=  584.066617+ -0.000526i  VH_T=    0.000000+  0.000000i
n=7   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  584.066617+ -0.000526i  sigX_q=  -30.029193              sigX_T=   -0.096155              VH_q=  584.066617+ -0.000526i  VH_T=    0.000000+  0.000000i
n=8   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  385.532513+  0.000577i  sigX_q=  -18.892907              sigX_T=   -0.011615              VH_q=  385.532514+  0.000577i  VH_T=   -0.000000+  0.000000i
n=9   sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  385.532513+  0.000577i  sigX_q=  -18.892907              sigX_T=   -0.011615              VH_q=  385.532514+  0.000577i  VH_T=   -0.000000+  0.000000i
n=10  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  369.299003+  0.000492i  sigX_q=  -18.848063              sigX_T=   -0.013725              VH_q=  369.299003+  0.000492i  VH_T=   -0.000000+  0.000000i
n=11  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  369.299003+  0.000492i  sigX_q=  -18.848063              sigX_T=   -0.013725              VH_q=  369.299003+  0.000492i  VH_T=   -0.000000+  0.000000i
n=12  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  420.754165+ -0.000195i  sigX_q=  -14.841619              sigX_T=   -0.012222              VH_q=  420.754165+ -0.000195i  VH_T=    0.000000+ -0.000000i
n=13  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  420.754165+ -0.000195i  sigX_q=  -14.841619              sigX_T=   -0.012222              VH_q=  420.754165+ -0.000195i  VH_T=    0.000000+ -0.000000i
n=14  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  382.965181+ -0.000110i  sigX_q=  -14.304458              sigX_T=   -0.010096              VH_q=  382.965180+ -0.000110i  VH_T=    0.000000+ -0.000000i
n=15  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  382.965181+ -0.000110i  sigX_q=  -14.304458              sigX_T=   -0.010096              VH_q=  382.965180+ -0.000110i  VH_T=    0.000000+ -0.000000i
n=16  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  375.511632+ -0.000345i  sigX_q=  -14.219544              sigX_T=   -0.014749              VH_q=  375.511632+ -0.000345i  VH_T=   -0.000000+  0.000000i
n=17  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  375.511632+ -0.000345i  sigX_q=  -14.219544              sigX_T=   -0.014749              VH_q=  375.511632+ -0.000345i  VH_T=   -0.000000+  0.000000i
n=18  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  448.287972+ -0.000759i  sigX_q=  -15.291466              sigX_T=   -0.008091              VH_q=  448.287972+ -0.000758i  VH_T=    0.000000+ -0.000000i
n=19  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  448.287972+ -0.000759i  sigX_q=  -15.291466              sigX_T=   -0.008091              VH_q=  448.287972+ -0.000758i  VH_T=    0.000000+ -0.000000i
n=20  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  321.516314+ -0.000408i  sigX_q=  -13.623992              sigX_T=   -0.023608              VH_q=  321.516314+ -0.000408i  VH_T=    0.000000+ -0.000000i
n=21  sigSX=    0.000000              sigCOH=    0.000000              sigTOT=    0.000000              VH=  321.516314+ -0.000408i  sigX_q=  -13.623992              sigX_T=   -0.023608              VH_q=  321.516314+ -0.000408i  VH_T=    0.000000+ -0.000000i
