# Generated by LORRAX unknown at 2026-07-21 04:44:03 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC

k-point 0:
----------------------------------------------------------------------------------------------------
n=58  sigX=   -5.548453              sigC=   -7.490550+-106287.835197i  sigXC=  -13.039002+-106287.835197i  VH=  332.646514+ -0.000000i  Eo=   11.412539
n=59  sigX=   -5.548453              sigC=   -7.490550+-106287.835197i  sigXC=  -13.039002+-106287.835197i  VH=  332.646514+ -0.000000i  Eo=   11.412539
n=60  sigX=   -2.526851              sigC=   -4.198160+85277.360121i  sigXC=   -6.725011+85277.360121i  VH=  213.307501  Eo=   12.579023
n=61  sigX=   -2.526851              sigC=   -4.198160+85277.360121i  sigXC=   -6.725011+85277.360121i  VH=  213.307501  Eo=   12.579023
n=62  sigX=   -3.385010              sigC=   -2.667976+-26771.992991i  sigXC=   -6.052986+-26771.992991i  VH=  318.441960  Eo=   13.626951
n=63  sigX=   -3.385010              sigC=   -2.667976+-26771.992991i  sigXC=   -6.052986+-26771.992991i  VH=  318.441960  Eo=   13.626951
n=64  sigX=   -1.682885              sigC=   -2.216746+-37361.730866i  sigXC=   -3.899631+-37361.730866i  VH=  115.960745  Eo=   15.232396
n=65  sigX=   -1.682885              sigC=   -2.216746+-37361.730866i  sigXC=   -3.899631+-37361.730866i  VH=  115.960745  Eo=   15.232396
n=66  sigX=   -2.233190              sigC=   -7.528402+35791.947246i  sigXC=   -9.761593+35791.947246i  VH=  210.894223  Eo=   15.261278
n=67  sigX=   -2.233190              sigC=   -7.528402+35791.947246i  sigXC=   -9.761593+35791.947246i  VH=  210.894223  Eo=   15.261279
n=68  sigX=   -2.010294              sigC=   -2.480357+-18646.527337i  sigXC=   -4.490652+-18646.527337i  VH=  172.550451+ -0.000000i  Eo=   16.200358
n=69  sigX=   -2.010294              sigC=   -2.480357+-18646.527337i  sigXC=   -4.490652+-18646.527337i  VH=  172.550451+ -0.000000i  Eo=   16.200358
n=70  sigX=   -2.359158              sigC=   -1.472628+-75137.370769i  sigXC=   -3.831787+-75137.370769i  VH=  182.518422+ -0.000000i  Eo=   16.815710
n=71  sigX=   -2.359158              sigC=   -1.472628+-75137.370769i  sigXC=   -3.831787+-75137.370769i  VH=  182.518422+ -0.000000i  Eo=   16.815710
n=72  sigX=   -3.224192              sigC=   -1.210740+8205.449828i  sigXC=   -4.434932+8205.449828i  VH=  245.769034  Eo=   17.301584
n=73  sigX=   -3.224192              sigC=   -1.210740+8205.449828i  sigXC=   -4.434932+8205.449828i  VH=  245.769034  Eo=   17.301584
n=74  sigX=   -2.958836              sigC=   -4.683280+207984.677783i  sigXC=   -7.642116+207984.677783i  VH=  274.465876+ -0.000000i  Eo=   17.627891
n=75  sigX=   -2.958836              sigC=   -4.683280+207984.677783i  sigXC=   -7.642116+207984.677783i  VH=  274.465876+ -0.000000i  Eo=   17.627893
n=76  sigX=   -2.831974              sigC=  -15.629288+-66629.902595i  sigXC=  -18.461262+-66629.902595i  VH=  196.622631+  0.000000i  Eo=   18.613617
n=77  sigX=   -2.831974              sigC=  -15.629288+-66629.902595i  sigXC=  -18.461262+-66629.902595i  VH=  196.622631+  0.000000i  Eo=   18.613619
