# Breit Σ_xc comparison (eV).  std = sigSX + sigCOH (charge Σ_xc)
# screened = Σ^B from screened W^{ij}; unscr = Σ^B from bare V^{ij}
#  k    n     sigSX      sigCOH        std    SigB_scr   SigB_unscr   std+Bscr  std+Bunscr
   0   38    -8.48667    -3.98722   -12.47389   -0.002067   -0.002067   -12.47596   -12.47596
   0   39    -8.04228    -3.72170   -11.76398   -0.001010   -0.001011   -11.76499   -11.76499
   0   40    -7.69186    -3.59356   -11.28542   -0.000548   -0.000548   -11.28597   -11.28597
   0   41    -7.57598    -3.61119   -11.18717   -0.000657   -0.000657   -11.18783   -11.18783
   0   42    -9.19699    -4.41544   -13.61243   -0.002273   -0.002273   -13.61470   -13.61471
   0   43    -8.19339    -3.74565   -11.93903   -0.000828   -0.000828   -11.93986   -11.93986
   0   44    -9.63261    -4.66628   -14.29888   -0.006211   -0.006212   -14.30509   -14.30509
   0   45    -7.67211    -3.59659   -11.26870   -0.000862   -0.000862   -11.26956   -11.26956
   0   46    -8.88010    -4.11608   -12.99617   -0.001913   -0.001913   -12.99809   -12.99809
   0   47    -8.58001    -4.15156   -12.73157   -0.002682   -0.002683   -12.73425   -12.73425
   0   48    -9.06057    -4.27560   -13.33617   -0.004812   -0.004813   -13.34098   -13.34098
   0   49    -8.01073    -3.58391   -11.59464   -0.000700   -0.000700   -11.59534   -11.59534
   0   50    -8.38663    -4.03341   -12.42005   -0.002848   -0.002849   -12.42289   -12.42289
   0   51    -8.22268    -3.81785   -12.04053   -0.002355   -0.002356   -12.04288   -12.04288
   0   52    -7.87690    -3.49932   -11.37622   -0.000599   -0.000599   -11.37682   -11.37682
   0   53    -7.86985    -3.50472   -11.37458   -0.000702   -0.000702   -11.37528   -11.37528
   0   54    -7.94565    -3.39576   -11.34141   -0.000171   -0.000171   -11.34158   -11.34158
   0   55    -7.81997    -3.35502   -11.17499   -0.000209   -0.000209   -11.17520   -11.17520
   0   56    -9.33555    -4.08983   -13.42538   -0.002008   -0.002009   -13.42739   -13.42739
   0   57    -9.85196    -4.38367   -14.23563   -0.005471   -0.005472   -14.24110   -14.24110
   0   58    -7.82522    -3.33564   -11.16087   -0.000116   -0.000116   -11.16098   -11.16098
   0   59   -13.28470    -6.27264   -19.55734   -0.010292   -0.010295   -19.56763   -19.56764
   0   60    -7.94423    -3.55101   -11.49523   -0.000839   -0.000839   -11.49607   -11.49607
   0   61    -8.57347    -3.74034   -12.31381   -0.001018   -0.001018   -12.31482   -12.31482
   0   62    -7.73442    -3.27400   -11.00842   -0.000098   -0.000098   -11.00851   -11.00851
   0   63   -12.13350    -5.62251   -17.75601   -0.008230   -0.008232   -17.76424   -17.76425
   0   64   -11.20047    -5.09212   -16.29259   -0.009153   -0.009156   -16.30174   -16.30174
   0   65   -11.38313    -5.23979   -16.62291   -0.006433   -0.006435   -16.62935   -16.62935
   0   66   -11.07358    -5.15613   -16.22971   -0.007018   -0.007020   -16.23673   -16.23673
   0   67    -7.92096    -3.35837   -11.27934   -0.000342   -0.000342   -11.27968   -11.27968
   0   68   -11.84757    -5.37571   -17.22328   -0.004768   -0.004770   -17.22805   -17.22805
   0   69    -9.61836    -4.19993   -13.81829   -0.004261   -0.004262   -13.82255   -13.82255
   0   70    -8.46074    -5.34589   -13.80663   -0.008317   -0.008319   -13.81495   -13.81495
   0   71    -8.33079    -5.26635   -13.59714   -0.009510   -0.009513   -13.60665   -13.60665
   0   72    -8.33893    -5.20151   -13.54043   -0.004600   -0.004602   -13.54503   -13.54503
   0   73    -6.18856    -5.31144   -11.50000   -0.009394   -0.009396   -11.50939   -11.50939
   0   74    -6.52160    -5.63386   -12.15546   -0.009870   -0.009873   -12.16533   -12.16533
   0   75    -6.06724    -5.46482   -11.53205   -0.007142   -0.007144   -11.53919   -11.53920
   0   76    -6.50478    -5.62311   -12.12789   -0.008087   -0.008089   -12.13597   -12.13597
   0   77    -8.12344    -4.91608   -13.03951   -0.008322   -0.008325   -13.04784   -13.04784
   1    0   -29.33228   -10.44350   -39.77577   -0.025872   -0.025879   -39.80165   -39.80165
   1    1   -29.33072   -10.44394   -39.77466   -0.025882   -0.025890   -39.80054   -39.80055
   1    2   -25.61549   -10.41449   -36.02998   -0.024882   -0.024890   -36.05486   -36.05487
   1    3   -25.61181   -10.41477   -36.02658   -0.024887   -0.024896   -36.05147   -36.05148
   1    4   -24.11815    -9.77986   -33.89802   -0.040248   -0.040263   -33.93826   -33.93828
   1    5   -24.10892    -9.77843   -33.88734   -0.040321   -0.040335   -33.92767   -33.92768
   1    6   -23.89003    -9.78585   -33.67589   -0.031881   -0.031891   -33.70777   -33.70778
   1    7   -23.89391    -9.78468   -33.67859   -0.031683   -0.031693   -33.71027   -33.71028
   1    8   -24.17655    -9.78666   -33.96321   -0.019090   -0.019095   -33.98230   -33.98231
   1    9   -24.16445    -9.77407   -33.93852   -0.019027   -0.019032   -33.95755   -33.95755
   1   10   -19.19856    -9.78123   -28.97979   -0.027587   -0.027596   -29.00738   -29.00738
   1   11   -19.17194    -9.77604   -28.94798   -0.027624   -0.027632   -28.97560   -28.97561
   1   12   -19.03112    -9.75253   -28.78365   -0.020465   -0.020471   -28.80411   -28.80412
   1   13   -19.03007    -9.75115   -28.78122   -0.020412   -0.020418   -28.80163   -28.80164
   1   14   -18.97329    -9.73455   -28.70784   -0.016681   -0.016686   -28.72452   -28.72453
   1   15   -18.96813    -9.73652   -28.70465   -0.016608   -0.016613   -28.72126   -28.72126
   1   16   -10.45429    -4.25532   -14.70960   -0.000194   -0.000194   -14.70979   -14.70979
   1   17   -10.45593    -4.24609   -14.70202   -0.000139   -0.000139   -14.70216   -14.70216
   1   18   -10.49523    -4.21832   -14.71355   -0.000068   -0.000068   -14.71362   -14.71362
   1   19   -10.41658    -4.22026   -14.63684   -0.000090   -0.000090   -14.63693   -14.63693
   1   20   -10.55624    -4.25632   -14.81256   -0.000090   -0.000090   -14.81265   -14.81265
   1   21   -10.48492    -4.26113   -14.74605   -0.000124   -0.000124   -14.74617   -14.74617
   1   22   -10.57970    -4.26551   -14.84521   -0.000083   -0.000083   -14.84529   -14.84529
   1   23   -10.50359    -4.27105   -14.77464   -0.000113   -0.000113   -14.77475   -14.77475
   1   24   -10.56154    -4.26467   -14.82622   -0.000074   -0.000074   -14.82629   -14.82629
   1   25   -10.58030    -4.27535   -14.85565   -0.000067   -0.000067   -14.85572   -14.85572
   1   26   -10.49776    -4.27843   -14.77619   -0.000117   -0.000117   -14.77631   -14.77631
   1   27   -10.50496    -4.28038   -14.78534   -0.000112   -0.000112   -14.78545   -14.78545
   1   28    -8.43839    -3.92467   -12.36306   -0.001103   -0.001103   -12.36416   -12.36416
   1   29    -7.97116    -3.82346   -11.79462   -0.000704   -0.000705   -11.79533   -11.79533
   1   30    -8.35332    -3.82695   -12.18026   -0.000920   -0.000920   -12.18118   -12.18118
   1   31    -7.88093    -3.69858   -11.57951   -0.000485   -0.000485   -11.57999   -11.57999
   1   32    -8.31356    -3.81226   -12.12581   -0.000756   -0.000756   -12.12657   -12.12657
   1   33    -8.25185    -3.77904   -12.03089   -0.000696   -0.000696   -12.03159   -12.03159
   1   34    -8.10808    -3.70466   -11.81274   -0.000498   -0.000498   -11.81324   -11.81324
   1   35    -7.96916    -3.64833   -11.61749   -0.000298   -0.000298   -11.61779   -11.61779
   1   36    -8.11202    -3.69493   -11.80696   -0.000620   -0.000620   -11.80758   -11.80758
   1   37    -8.09781    -3.72278   -11.82059   -0.000443   -0.000443   -11.82103   -11.82103
   1   38    -7.99444    -3.74142   -11.73586   -0.001001   -0.001001   -11.73686   -11.73686
   1   39    -8.15521    -3.81819   -11.97339   -0.001143   -0.001143   -11.97454   -11.97454
   1   40    -8.32008    -3.91422   -12.23430   -0.001913   -0.001914   -12.23622   -12.23622
   1   41    -9.09922    -4.38130   -13.48052   -0.002719   -0.002720   -13.48324   -13.48324
   1   42    -8.05892    -3.80052   -11.85944   -0.001230   -0.001230   -11.86067   -11.86067
   1   43    -9.32901    -4.49551   -13.82452   -0.004959   -0.004960   -13.82948   -13.82948
   1   44    -8.36180    -3.87377   -12.23556   -0.000671   -0.000671   -12.23623   -12.23623
   1   45    -8.80185    -4.10205   -12.90390   -0.002499   -0.002500   -12.90640   -12.90640
   1   46    -8.49920    -4.02457   -12.52377   -0.002633   -0.002634   -12.52641   -12.52641
   1   47    -8.23618    -3.79327   -12.02945   -0.001517   -0.001518   -12.03097   -12.03097
   1   48    -8.36479    -4.00587   -12.37066   -0.002725   -0.002725   -12.37338   -12.37338
   1   49    -8.19907    -3.70860   -11.90766   -0.000998   -0.000998   -11.90866   -11.90866
   1   50    -8.21493    -3.81598   -12.03091   -0.002606   -0.002606   -12.03351   -12.03351
   1   51    -8.13500    -3.70014   -11.83514   -0.001748   -0.001749   -11.83689   -11.83689
   1   52    -7.98852    -3.54866   -11.53718   -0.000946   -0.000946   -11.53812   -11.53812
   1   53    -7.95510    -3.52843   -11.48353   -0.000795   -0.000796   -11.48432   -11.48432
   1   54    -8.56339    -3.81777   -12.38115   -0.002219   -0.002220   -12.38337   -12.38337
   1   55    -8.28315    -3.68053   -11.96367   -0.001333   -0.001333   -11.96501   -11.96501
   1   56    -9.36003    -4.15169   -13.51171   -0.002462   -0.002462   -13.51418   -13.51418
   1   57    -9.22366    -4.08120   -13.30485   -0.003460   -0.003461   -13.30831   -13.30832
   1   58    -7.86845    -3.40414   -11.27260   -0.000352   -0.000352   -11.27295   -11.27295
   1   59    -8.35861    -3.70258   -12.06118   -0.001883   -0.001883   -12.06306   -12.06306
   1   60    -8.95143    -4.04888   -13.00031   -0.002080   -0.002080   -13.00239   -13.00239
   1   61    -7.84288    -3.41704   -11.25992   -0.000570   -0.000570   -11.26049   -11.26049
   1   62   -11.75263    -5.46566   -17.21828   -0.007916   -0.007919   -17.22620   -17.22620
   1   63    -9.69948    -4.36678   -14.06627   -0.004616   -0.004617   -14.07088   -14.07088
   1   64   -11.49133    -5.26793   -16.75927   -0.006673   -0.006675   -16.76594   -16.76594
   1   65   -11.25056    -5.12568   -16.37623   -0.007458   -0.007460   -16.38369   -16.38370
   1   66    -8.52140    -3.75295   -12.27436   -0.001982   -0.001982   -12.27634   -12.27634
   1   67   -12.04693    -5.53749   -17.58442   -0.008154   -0.008156   -17.59257   -17.59257
   1   68   -11.47005    -5.20868   -16.67873   -0.004835   -0.004836   -16.68357   -16.68357
   1   69   -10.22298    -4.51986   -14.74285   -0.005059   -0.005061   -14.74791   -14.74791
   1   70    -8.33082    -5.27833   -13.60914   -0.007608   -0.007610   -13.61675   -13.61675
   1   71    -8.25951    -5.21724   -13.47675   -0.009247   -0.009250   -13.48599   -13.48600
   1   72    -8.35031    -5.20020   -13.55050   -0.006634   -0.006636   -13.55714   -13.55714
   1   73    -7.89045    -5.05238   -12.94283   -0.006856   -0.006858   -12.94969   -12.94969
   1   74    -6.55261    -5.45355   -12.00616   -0.009789   -0.009791   -12.01595   -12.01595
   1   75    -6.13518    -5.26640   -11.40158   -0.008152   -0.008154   -11.40973   -11.40973
   1   76    -6.47281    -5.53399   -12.00680   -0.008556   -0.008558   -12.01536   -12.01536
   1   77    -6.35615    -5.55253   -11.90869   -0.007714   -0.007716   -11.91640   -11.91640
   2    0   -29.33469   -10.44469   -39.77938   -0.025873   -0.025880   -39.80525   -39.80526
   2    1   -29.32727   -10.44321   -39.77047   -0.025884   -0.025891   -39.79636   -39.79636
   2    2   -25.61615   -10.41563   -36.03178   -0.024882   -0.024891   -36.05666   -36.05667
   2    3   -25.60901   -10.41407   -36.02308   -0.024890   -0.024898   -36.04797   -36.04798
   2    4   -24.12256    -9.78036   -33.90293   -0.040255   -0.040269   -33.94318   -33.94320
   2    5   -24.11450    -9.78034   -33.89485   -0.040277   -0.040291   -33.93512   -33.93514
   2    6   -23.89266    -9.78561   -33.67828   -0.031837   -0.031848   -33.71011   -33.71013
   2    7   -23.89585    -9.78503   -33.68089   -0.031635   -0.031645   -33.71252   -33.71253
   2    8   -24.17011    -9.78636   -33.95647   -0.019119   -0.019124   -33.97559   -33.97559
   2    9   -24.16707    -9.77613   -33.94320   -0.018983   -0.018988   -33.96218   -33.96219
   2   10   -19.19425    -9.77766   -28.97191   -0.027578   -0.027586   -28.99949   -28.99949
   2   11   -19.17465    -9.77976   -28.95440   -0.027645   -0.027654   -28.98205   -28.98205
   2   12   -19.03352    -9.75241   -28.78593   -0.020457   -0.020463   -28.80639   -28.80639
   2   13   -19.02893    -9.75172   -28.78065   -0.020386   -0.020392   -28.80103   -28.80104
   2   14   -18.97022    -9.73387   -28.70409   -0.016701   -0.016706   -28.72079   -28.72080
   2   15   -18.96111    -9.74124   -28.70235   -0.016586   -0.016591   -28.71894   -28.71894
   2   16   -10.45968    -4.25928   -14.71896   -0.000188   -0.000188   -14.71915   -14.71915
   2   17   -10.47104    -4.25056   -14.72160   -0.000134   -0.000135   -14.72173   -14.72173
   2   18   -10.52030    -4.24888   -14.76918   -0.000100   -0.000100   -14.76928   -14.76928
   2   19   -10.46295    -4.25414   -14.71709   -0.000139   -0.000139   -14.71723   -14.71723
   2   20   -10.51087    -4.22813   -14.73900   -0.000067   -0.000067   -14.73907   -14.73907
   2   21   -10.43304    -4.23146   -14.66449   -0.000094   -0.000094   -14.66458   -14.66458
   2   22   -10.56762    -4.25882   -14.82645   -0.000082   -0.000082   -14.82653   -14.82653
   2   23   -10.48964    -4.26262   -14.75226   -0.000108   -0.000108   -14.75237   -14.75237
   2   24   -10.55274    -4.25737   -14.81011   -0.000071   -0.000071   -14.81018   -14.81018
   2   25   -10.48107    -4.26553   -14.74660   -0.000109   -0.000109   -14.74671   -14.74671
   2   26   -10.57213    -4.27633   -14.84846   -0.000072   -0.000072   -14.84853   -14.84853
   2   27   -10.50760    -4.28704   -14.79464   -0.000121   -0.000121   -14.79476   -14.79476
   2   28    -8.39310    -3.90204   -12.29513   -0.001012   -0.001012   -12.29614   -12.29614
   2   29    -7.93028    -3.79387   -11.72415   -0.000620   -0.000620   -11.72477   -11.72477
   2   30    -8.39383    -3.85467   -12.24850   -0.000941   -0.000941   -12.24944   -12.24944
   2   31    -7.94926    -3.73723   -11.68649   -0.000533   -0.000533   -11.68702   -11.68702
   2   32    -7.99412    -3.64497   -11.63909   -0.000450   -0.000451   -11.63954   -11.63954
   2   33    -8.15842    -3.73185   -11.89026   -0.000567   -0.000567   -11.89083   -11.89083
   2   34    -8.11289    -3.71641   -11.82930   -0.000639   -0.000639   -11.82994   -11.82994
   2   35    -8.29921    -3.81082   -12.11004   -0.000698   -0.000698   -12.11073   -12.11073
   2   36    -8.18684    -3.71674   -11.90358   -0.000693   -0.000693   -11.90427   -11.90427
   2   37    -8.26186    -3.78915   -12.05100   -0.000542   -0.000542   -12.05155   -12.05155
   2   38    -8.25790    -3.83934   -12.09723   -0.001366   -0.001366   -12.09860   -12.09860
   2   39    -8.68482    -4.11016   -12.79498   -0.002505   -0.002506   -12.79749   -12.79749
   2   40    -8.28055    -3.88289   -12.16344   -0.001475   -0.001475   -12.16491   -12.16491
   2   41    -8.58715    -4.05176   -12.63891   -0.001740   -0.001740   -12.64065   -12.64065
   2   42    -8.90785    -4.22439   -13.13224   -0.002966   -0.002967   -13.13521   -13.13521
   2   43    -8.54461    -4.08261   -12.62721   -0.002857   -0.002858   -12.63007   -12.63007
   2   44    -8.69946    -4.04025   -12.73972   -0.002109   -0.002110   -12.74183   -12.74183
   2   45    -8.41681    -4.02089   -12.43770   -0.002442   -0.002443   -12.44014   -12.44014
   2   46    -8.37100    -3.92858   -12.29958   -0.002025   -0.002026   -12.30160   -12.30161
   2   47    -8.66630    -3.98022   -12.64652   -0.001981   -0.001982   -12.64850   -12.64850
   2   48    -8.25888    -3.72004   -11.97893   -0.001315   -0.001315   -11.98024   -11.98024
   2   49    -8.26565    -3.75592   -12.02157   -0.001526   -0.001526   -12.02310   -12.02310
   2   50    -8.54206    -3.88121   -12.42327   -0.001827   -0.001828   -12.42510   -12.42510
   2   51    -8.08400    -3.66934   -11.75334   -0.001121   -0.001122   -11.75446   -11.75446
   2   52    -8.59282    -3.97768   -12.57050   -0.003123   -0.003124   -12.57363   -12.57363
   2   53    -8.31076    -3.74474   -12.05551   -0.001808   -0.001809   -12.05732   -12.05732
   2   54    -7.88259    -3.56587   -11.44847   -0.001263   -0.001264   -11.44973   -11.44973
   2   55    -8.02338    -3.59581   -11.61919   -0.000937   -0.000938   -11.62013   -11.62013
   2   56    -7.94751    -3.50908   -11.45658   -0.000891   -0.000891   -11.45747   -11.45747
   2   57    -9.04427    -4.08364   -13.12791   -0.002885   -0.002886   -13.13080   -13.13080
   2   58    -8.17980    -3.67998   -11.85977   -0.001629   -0.001630   -11.86140   -11.86140
   2   59    -7.89757    -3.43688   -11.33445   -0.000685   -0.000685   -11.33513   -11.33513
   2   60    -7.96730    -3.41133   -11.37863   -0.000439   -0.000439   -11.37906   -11.37906
   2   61    -8.52935    -3.77256   -12.30192   -0.001124   -0.001125   -12.30304   -12.30304
   2   62   -12.12593    -5.65065   -17.77658   -0.008468   -0.008470   -17.78505   -17.78505
   2   63    -8.80086    -3.86987   -12.67073   -0.002177   -0.002177   -12.67291   -12.67291
   2   64    -7.92002    -3.42832   -11.34833   -0.000537   -0.000537   -11.34887   -11.34887
   2   65   -11.22253    -5.12614   -16.34867   -0.006597   -0.006599   -16.35526   -16.35527
   2   66   -11.84384    -5.43357   -17.27741   -0.009707   -0.009709   -17.28711   -17.28711
   2   67   -12.36009    -5.74157   -18.10166   -0.006948   -0.006950   -18.10860   -18.10861
   2   68   -11.89912    -5.41738   -17.31650   -0.007854   -0.007857   -17.32435   -17.32436
   2   69   -10.99779    -4.93120   -15.92900   -0.005691   -0.005693   -15.93469   -15.93469
   2   70    -8.09688    -5.16310   -13.25998   -0.007521   -0.007523   -13.26751   -13.26751
   2   71    -8.16477    -5.11881   -13.28358   -0.007883   -0.007885   -13.29146   -13.29147
   2   72    -8.26508    -5.21516   -13.48024   -0.007510   -0.007512   -13.48775   -13.48775
   2   73    -8.33589    -5.19719   -13.53308   -0.008264   -0.008266   -13.54134   -13.54135
   2   74    -6.31338    -5.48350   -11.79689   -0.008496   -0.008498   -11.80538   -11.80538
   2   75    -6.06496    -5.16822   -11.23318   -0.008005   -0.008007   -11.24118   -11.24118
   2   76    -6.29568    -5.31612   -11.61180   -0.007913   -0.007915   -11.61971   -11.61971
   2   77    -6.43351    -5.53913   -11.97264   -0.011103   -0.011106   -11.98374   -11.98374
   3    0   -29.33433   -10.44512   -39.77945   -0.025880   -0.025887   -39.80533   -39.80534
   3    1   -29.32890   -10.44288   -39.77178   -0.025878   -0.025886   -39.79766   -39.79767
   3    2   -25.61556   -10.41597   -36.03152   -0.024887   -0.024896   -36.05641   -36.05642
   3    3   -25.61121   -10.41381   -36.02502   -0.024886   -0.024894   -36.04991   -36.04992
   3    4   -24.12561    -9.77892   -33.90453   -0.040215   -0.040229   -33.94474   -33.94476
   3    5   -24.11811    -9.78762   -33.90573   -0.040309   -0.040323   -33.94604   -33.94606
   3    6   -23.89579    -9.78402   -33.67981   -0.031667   -0.031677   -33.71148   -33.71149
   3    7   -23.89161    -9.78759   -33.67920   -0.031836   -0.031847   -33.71103   -33.71104
   3    8   -24.16098    -9.77846   -33.93944   -0.019076   -0.019081   -33.95852   -33.95852
   3    9   -24.17861    -9.78309   -33.96170   -0.019019   -0.019024   -33.98072   -33.98073
   3   10   -19.19524    -9.77351   -28.96875   -0.027498   -0.027507   -28.99625   -28.99626
   3   11   -19.17279    -9.78493   -28.95771   -0.027672   -0.027681   -28.98538   -28.98539
   3   12   -19.03429    -9.75069   -28.78498   -0.020395   -0.020400   -28.80538   -28.80538
   3   13   -19.02349    -9.75444   -28.77793   -0.020466   -0.020471   -28.79839   -28.79840
   3   14   -18.96735    -9.73861   -28.70596   -0.016671   -0.016676   -28.72263   -28.72264
   3   15   -18.97733    -9.74045   -28.71778   -0.016609   -0.016614   -28.73439   -28.73440
   3   16   -10.47886    -4.27077   -14.74962   -0.000186   -0.000186   -14.74981   -14.74981
   3   17   -10.49676    -4.26189   -14.75865   -0.000133   -0.000133   -14.75878   -14.75878
   3   18   -10.48289    -4.23673   -14.71962   -0.000107   -0.000107   -14.71972   -14.71972
   3   19   -10.43875    -4.24145   -14.68021   -0.000144   -0.000144   -14.68035   -14.68035
   3   20   -10.56475    -4.25664   -14.82138   -0.000081   -0.000081   -14.82146   -14.82146
   3   21   -10.53526    -4.24028   -14.77554   -0.000068   -0.000068   -14.77561   -14.77561
   3   22   -10.48665    -4.26049   -14.74714   -0.000107   -0.000107   -14.74725   -14.74725
   3   23   -10.45773    -4.24474   -14.70247   -0.000094   -0.000094   -14.70257   -14.70257
   3   24   -10.52797    -4.24607   -14.77404   -0.000069   -0.000069   -14.77411   -14.77411
   3   25   -10.45557    -4.25289   -14.70846   -0.000109   -0.000109   -14.70857   -14.70857
   3   26   -10.56915    -4.27623   -14.84537   -0.000074   -0.000074   -14.84545   -14.84545
   3   27   -10.50565    -4.28704   -14.79269   -0.000122   -0.000122   -14.79282   -14.79282
   3   28    -8.36458    -3.88807   -12.25265   -0.000968   -0.000968   -12.25362   -12.25362
   3   29    -7.89359    -3.77253   -11.66612   -0.000576   -0.000576   -11.66670   -11.66670
   3   30    -8.43116    -3.86945   -12.30061   -0.000959   -0.000959   -12.30157   -12.30157
   3   31    -8.01316    -3.73982   -11.75299   -0.000534   -0.000535   -11.75352   -11.75352
   3   32    -7.96203    -3.64728   -11.60931   -0.000424   -0.000424   -11.60973   -11.60973
   3   33    -7.99939    -3.65343   -11.65282   -0.000385   -0.000385   -11.65321   -11.65321
   3   34    -8.62999    -4.02414   -12.65413   -0.001445   -0.001445   -12.65558   -12.65558
   3   35    -8.36382    -3.80687   -12.17070   -0.000745   -0.000745   -12.17144   -12.17144
   3   36    -8.22043    -3.71355   -11.93398   -0.000534   -0.000535   -11.93451   -11.93451
   3   37    -8.41089    -3.90359   -12.31448   -0.000797   -0.000797   -12.31528   -12.31528
   3   38    -8.27836    -3.83124   -12.10960   -0.001246   -0.001247   -12.11085   -12.11085
   3   39    -8.10523    -3.69983   -11.80505   -0.000781   -0.000781   -11.80584   -11.80584
   3   40    -8.54803    -4.06367   -12.61171   -0.002757   -0.002758   -12.61446   -12.61446
   3   41    -8.64565    -4.00032   -12.64597   -0.002226   -0.002227   -12.64820   -12.64820
   3   42    -8.23105    -3.83074   -12.06179   -0.001643   -0.001644   -12.06343   -12.06344
   3   43    -8.61726    -4.07035   -12.68760   -0.002630   -0.002631   -12.69023   -12.69024
   3   44    -8.72782    -4.08486   -12.81268   -0.001706   -0.001706   -12.81439   -12.81439
   3   45    -8.16436    -3.77147   -11.93583   -0.001707   -0.001708   -11.93754   -11.93754
   3   46    -8.64704    -4.07216   -12.71920   -0.002853   -0.002854   -12.72205   -12.72205
   3   47    -8.30043    -3.92846   -12.22889   -0.001916   -0.001916   -12.23080   -12.23080
   3   48    -9.35876    -4.37810   -13.73685   -0.003368   -0.003369   -13.74022   -13.74022
   3   49    -8.33090    -3.97040   -12.30130   -0.002664   -0.002665   -12.30396   -12.30396
   3   50    -8.10677    -3.58549   -11.69227   -0.000770   -0.000770   -11.69304   -11.69304
   3   51    -8.16390    -3.89167   -12.05557   -0.001899   -0.001900   -12.05747   -12.05747
   3   52    -8.14139    -3.68193   -11.82332   -0.001919   -0.001920   -11.82524   -11.82524
   3   53    -7.99209    -3.71373   -11.70582   -0.001040   -0.001041   -11.70686   -11.70686
   3   54    -8.26585    -3.62985   -11.89570   -0.001314   -0.001315   -11.89701   -11.89701
   3   55    -8.00340    -3.46064   -11.46404   -0.000631   -0.000632   -11.46467   -11.46467
   3   56    -8.39235    -3.72237   -12.11473   -0.001642   -0.001642   -12.11637   -12.11637
   3   57    -8.76395    -3.88513   -12.64908   -0.002320   -0.002320   -12.65140   -12.65140
