n=74   E_DFT=   17.627879  Re=   35.035883  Im=1277598.379811
n=75   E_DFT=   17.627881  Re=   38.478887  Im=1409147.690019
n=76   E_DFT=   18.613611  Re=   88.100548  Im=-2226535.913226
n=77   E_DFT=   18.613614  Re=   97.573670  Im=-1572521.077837
n=78   E_DFT=   18.800913  Re=   -7.685565  Im=-909630.256616
n=79   E_DFT=   18.800914  Re=   -1.280243  Im=-374806.252621
n=80   E_DFT=   19.943900  Re=   29.381967  Im=313970.478973
n=81   E_DFT=   19.943901  Re=   31.326908  Im=-173936.940851
n=82   E_DFT=   20.086127  Re=   14.092166  Im=112368.970151
n=83   E_DFT=   20.086127  Re=   11.263408  Im=114095.874870
n=84   E_DFT=   21.051088  Re=   68.407109  Im=-842534.136064
n=85   E_DFT=   21.051089  Re=   66.875471  Im=-817676.739443
n=86   E_DFT=   21.767446  Re=  231.924648  Im=52861.651138
n=87   E_DFT=   21.767446  Re=  232.878339  Im=52585.781150
n=88   E_DFT=   21.956554  Re=  128.406858  Im=128353.297401
n=89   E_DFT=   21.956555  Re=  143.202203  Im=338986.087286
n=90   E_DFT=   22.406957  Re=   87.577686  Im=-774075.208642
n=91   E_DFT=   22.406957  Re=   84.264759  Im=-685090.896624
n=92   E_DFT=   24.302513  Re=   60.406507  Im=1570787.332152
n=93   E_DFT=   24.302514  Re=   62.678541  Im=1569666.576697
n=94   E_DFT=   24.837749  Re=   71.888427  Im=-1137693.253916
n=95   E_DFT=   24.837750  Re=   70.308673  Im=-1164065.868066
n=96   E_DFT=   24.923427  Re=  -23.408945  Im=-192585.790165
n=97   E_DFT=   24.923427  Re=  -16.204528  Im=-226820.273608
n=98   E_DFT=   25.307750  Re=  110.288360  Im=-154539.821420
n=99   E_DFT=   25.307750  Re=  127.109636  Im=-267378.466070

k-point 31:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.465980  Re=  -57.641329  Im=91013.501617
n=1    E_DFT=  -65.465980  Re=  -53.484043  Im=91124.106110
n=2    E_DFT=  -42.126171  Re= -157.196465  Im=-1103854.682128
n=3    E_DFT=  -42.126171  Re= -127.366496  Im=2380766.626734
n=4    E_DFT=  -39.593525  Re= -252.862054  Im=-1241587.747296
n=5    E_DFT=  -39.593525  Re= -230.595817  Im=430122.460475
n=6    E_DFT=  -39.464894  Re=  -61.801303  Im=-2404012.771565
n=7    E_DFT=  -39.464894  Re=   -6.525822  Im=2446021.945994
n=8    E_DFT=  -18.989633  Re= -235.365708  Im=-272379.269909
n=9    E_DFT=  -18.989633  Re= -216.112909  Im=-267897.442816
n=10   E_DFT=  -18.014211  Re=  508.214024  Im=247644.504968
n=11   E_DFT=  -18.014211  Re=  504.310203  Im=235124.151426
n=12   E_DFT=  -10.482477  Re= 1056.555611  Im=947665.296550
n=13   E_DFT=  -10.482477  Re= 1037.808746  Im=929093.035771
n=14   E_DFT=   -8.606805  Re=  -79.416574  Im=-36199.562403
n=15   E_DFT=   -8.606805  Re=  -77.139152  Im=-240121.822416
n=16   E_DFT=   -8.256205  Re=  289.211641  Im=140216.876725
n=17   E_DFT=   -8.256205  Re=  247.484184  Im=41379.017247
n=18   E_DFT=   -7.436883  Re= -886.915550  Im=42424.167926
n=19   E_DFT=   -7.436883  Re= -931.584130  Im=-31793.605505
n=20   E_DFT=   -7.317435  Re= -637.161968  Im=218698.035038
n=21   E_DFT=   -7.317435  Re= -627.010989  Im=367560.078973
n=22   E_DFT=   -6.409754  Re= -452.154739  Im=-372540.718762
n=23   E_DFT=   -6.409754  Re= -435.667401  Im=-213753.315139
n=24   E_DFT=   -5.682858  Re=-1214.122443  Im=-2016227.319302
n=25   E_DFT=   -5.682858  Re=-1082.541806  Im=-1852475.803784
n=26   E_DFT=   -3.039476  Re=  603.792512  Im=3239994.623530
n=27   E_DFT=   -3.039476  Re=  221.801211  Im=3806055.850704
n=28   E_DFT=   -2.737514  Re= 1642.966959  Im=-1086097.750208
n=29   E_DFT=   -2.737514  Re= 1072.424566  Im=-200816.787707
n=30   E_DFT=   -2.697310  Re= 1588.382753  Im=-1079936.971986
n=31   E_DFT=   -2.697310  Re= 1019.742824  Im=-982059.152821
n=32   E_DFT=   -1.968022  Re= 1397.122076  Im=-1081004.884905
n=33   E_DFT=   -1.968022  Re= 1102.465802  Im=-1224717.512812
n=34   E_DFT=    2.575040  Re=  -63.501714  Im=-630092.328937
n=35   E_DFT=    2.575040  Re=  -66.646760  Im=-636434.120352
n=36   E_DFT=    4.137787  Re= -684.244279  Im= 6698.831788
n=37   E_DFT=    4.137787  Re= -684.808410  Im=24315.730009
n=38   E_DFT=    4.498559  Re= -163.559569  Im=-171528.811554
n=39   E_DFT=    4.498559  Re= -162.224390  Im=-171649.457722
n=40   E_DFT=    5.011376  Re= -813.924507  Im=378846.649170
n=41   E_DFT=    5.011376  Re= -868.387783  Im=441041.161606
n=42   E_DFT=    5.208688  Re=   28.827241  Im=470143.195103
n=43   E_DFT=    5.208688  Re=   32.181664  Im=473810.107742
n=44   E_DFT=    6.274246  Re= -337.587472  Im=-829027.032882
n=45   E_DFT=    6.274246  Re= -329.967750  Im=-840856.243979
n=46   E_DFT=    6.755119  Re=   69.389608  Im=315657.168653
n=47   E_DFT=    6.755119  Re=   55.588598  Im=322363.322460
n=48   E_DFT=    7.214025  Re=  904.554635  Im=-2415818.545147
n=49   E_DFT=    7.214025  Re=  928.233939  Im=-2432106.764883
n=50   E_DFT=    7.784789  Re=  -39.599250  Im=-22823.142435
n=51   E_DFT=    7.784789  Re=  -39.899346  Im=-35089.661910
n=52   E_DFT=    9.124074  Re=-1293.610521  Im=2343325.593776
n=53   E_DFT=    9.124074  Re=-1313.927597  Im=2307686.506215
n=54   E_DFT=    9.888652  Re= -338.753474  Im=1256815.575746
n=55   E_DFT=    9.888653  Re= -509.319937  Im=881118.622138
n=56   E_DFT=   10.280469  Re=  -43.869393  Im=56014.723664
n=57   E_DFT=   10.280469  Re= -221.375213  Im=-377240.225882
n=58   E_DFT=   11.412548  Re= -427.961536  Im=542040.713590
n=59   E_DFT=   11.412548  Re= -438.298961  Im=512574.822980
n=60   E_DFT=   12.579027  Re=  164.747866  Im=-115538.969955
n=61   E_DFT=   12.579027  Re=  161.756089  Im=-116342.715125
n=62   E_DFT=   13.626960  Re=  -46.557413  Im=190408.065266
n=63   E_DFT=   13.626960  Re=  -47.557346  Im=182105.335850
n=64   E_DFT=   15.232399  Re=  -97.277142  Im=-30036.493717
n=65   E_DFT=   15.232399  Re=  -98.684294  Im=-30474.610480
n=66   E_DFT=   15.261285  Re= -271.327675  Im=-369964.064654
n=67   E_DFT=   15.261285  Re= -264.090975  Im=-326212.851762
n=68   E_DFT=   16.200348  Re=  139.894452  Im=-120233.967310
n=69   E_DFT=   16.200348  Re=  137.399810  Im=-136075.155696
n=70   E_DFT=   16.815713  Re= -116.293693  Im=-378816.122094
n=71   E_DFT=   16.815713  Re= -118.647945  Im=-397284.192304
n=72   E_DFT=   17.301589  Re= -529.293799  Im=-1665375.751965
n=73   E_DFT=   17.301589  Re= -523.534383  Im=-1659163.996241
n=74   E_DFT=   17.627895  Re= -317.061493  Im=-661884.522013
n=75   E_DFT=   17.627895  Re= -276.839462  Im=-631414.223740
n=76   E_DFT=   18.613624  Re=  197.598270  Im=-2023456.095369
n=77   E_DFT=   18.613625  Re=  178.489371  Im=-1711245.194811
n=78   E_DFT=   18.800892  Re= -437.415370  Im=842043.054029
n=79   E_DFT=   18.800893  Re= -544.815776  Im=914487.779305
n=80   E_DFT=   19.943876  Re=   17.569288  Im=-197683.089789
n=81   E_DFT=   19.943876  Re=  -30.126143  Im=-282253.132687
n=82   E_DFT=   20.086100  Re= -646.939341  Im=-241879.802516
n=83   E_DFT=   20.086100  Re= -649.221790  Im=-248618.121263
n=84   E_DFT=   21.051086  Re=   49.582959  Im=873507.976400
n=85   E_DFT=   21.051086  Re=   52.536441  Im=882782.998149
n=86   E_DFT=   21.767448  Re=  189.313913  Im= 2611.020366
n=87   E_DFT=   21.767448  Re=  190.073606  Im= 2652.823828
n=88   E_DFT=   21.956563  Re=  447.274229  Im=-333134.961160
n=89   E_DFT=   21.956563  Re=  429.872501  Im=-328022.864690
n=90   E_DFT=   22.406965  Re=  -37.034462  Im=-192506.295461
n=91   E_DFT=   22.406966  Re=  -64.463055  Im=-175530.402168
n=92   E_DFT=   24.302515  Re=  419.498443  Im=908621.744812
n=93   E_DFT=   24.302515  Re=  376.347862  Im=923320.056044
n=94   E_DFT=   24.837782  Re=  349.912301  Im=710533.170375
n=95   E_DFT=   24.837783  Re=  410.233071  Im=683072.609516
n=96   E_DFT=   24.923395  Re=   59.315320  Im=283865.061606
n=97   E_DFT=   24.923396  Re=  121.819618  Im=254173.397093
n=98   E_DFT=   25.307746  Re=  459.043019  Im=231798.057294
n=99   E_DFT=   25.307746  Re=  596.135196  Im=-132904.082816

k-point 32:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.453770  Re=  -56.497393  Im=267050.956404
n=1    E_DFT=  -65.453768  Re=  -55.341976  Im=264819.984588
n=2    E_DFT=  -42.170481  Re= -101.514248  Im=2861682.132449
n=3    E_DFT=  -42.163240  Re= -130.124227  Im=-999817.997685
n=4    E_DFT=  -39.636360  Re= -120.737439  Im=-169452.115258
n=5    E_DFT=  -39.634236  Re= -150.847835  Im=-849870.165335
n=6    E_DFT=  -39.534291  Re=  -98.866389  Im=1476711.276596
n=7    E_DFT=  -39.525881  Re= -111.432694  Im=-1412248.734550
n=8    E_DFT=  -18.334010  Re= -408.990399  Im=-269898.787224
n=9    E_DFT=  -18.318231  Re= -424.459406  Im=-281199.192511
n=10   E_DFT=  -17.722536  Re= -346.239939  Im=-604404.113192
n=11   E_DFT=  -17.721166  Re= -343.698591  Im=-601367.094545
n=12   E_DFT=  -10.245735  Re=  932.836436  Im=1293500.529234
n=13   E_DFT=  -10.220717  Re=  951.856435  Im=1374145.577012
n=14   E_DFT=   -9.056407  Re=  -82.902262  Im=-997035.723304
n=15   E_DFT=   -9.046129  Re=  -61.581685  Im=-985301.789504
n=16   E_DFT=   -9.017569  Re=  243.858228  Im=-447119.212156
n=17   E_DFT=   -8.988062  Re=  246.372668  Im=-391169.264251
n=18   E_DFT=   -8.542474  Re= 2694.775728  Im=815780.445954
n=19   E_DFT=   -8.516204  Re= 2714.581809  Im=836709.565393
n=20   E_DFT=   -7.289162  Re=  294.940529  Im=-2340680.631532
n=21   E_DFT=   -7.213013  Re=  300.732706  Im=-2094727.810848
n=22   E_DFT=   -6.417986  Re=  169.066347  Im=125587.821172
n=23   E_DFT=   -6.383177  Re=  173.592387  Im=206472.660393
n=24   E_DFT=   -6.168057  Re=   34.516091  Im=-4507775.406810
n=25   E_DFT=   -6.099043  Re=  -43.353596  Im=-4613482.495548
n=26   E_DFT=   -3.445813  Re= -239.945120  Im=1700957.066203
n=27   E_DFT=   -3.384031  Re= -400.785396  Im=2602880.013500
n=28   E_DFT=   -2.847929  Re=-1012.899896  Im=2360352.181718
n=29   E_DFT=   -2.831975  Re=-1071.843388  Im=3257826.681572
n=30   E_DFT=   -2.645257  Re=  829.527023  Im=2011468.846294
n=31   E_DFT=   -2.592549  Re=  880.260864  Im=1844541.174085
n=32   E_DFT=   -1.170746  Re=-3639.583567  Im=-2338975.792359
n=33   E_DFT=   -1.137569  Re=-3634.254782  Im=-2372819.925058
n=34   E_DFT=    3.626558  Re=-1204.663674  Im=-422536.439566
n=35   E_DFT=    3.659790  Re=-1196.631024  Im=-354906.433207
n=36   E_DFT=    4.108825  Re=  136.932407  Im=166343.674217
n=37   E_DFT=    4.114094  Re=  131.801596  Im=159644.403120
n=38   E_DFT=    4.242546  Re=  202.102940  Im=601769.660744
n=39   E_DFT=    4.333528  Re=  208.960338  Im=659690.261901
n=40   E_DFT=    4.972503  Re=  127.314157  Im=18741.931497
n=41   E_DFT=    4.977818  Re=  100.507027  Im=-85039.256185
n=42   E_DFT=    5.116611  Re= -536.005135  Im=156799.901785
n=43   E_DFT=    5.119130  Re= -548.513402  Im=120820.161822
n=44   E_DFT=    6.377226  Re= 1065.104580  Im=868635.813823
n=45   E_DFT=    6.460976  Re= 1248.478758  Im=615106.831461
n=46   E_DFT=    6.974872  Re=  306.588465  Im=-14595.302785
n=47   E_DFT=    7.009344  Re=  384.151555  Im=-20559.227924
n=48   E_DFT=    7.026518  Re=  229.399396  Im=-15257.095500
n=49   E_DFT=    7.073719  Re=  -38.777738  Im=66090.777524
n=50   E_DFT=    7.846986  Re= -263.591519  Im=166934.812332
n=51   E_DFT=    7.849614  Re= -271.070626  Im=165641.090294
n=52   E_DFT=    9.209836  Re=   64.383643  Im=283002.740403
n=53   E_DFT=    9.248774  Re=   51.155456  Im=290844.805198
n=54   E_DFT=    9.762895  Re=  -80.728919  Im=931228.351883
n=55   E_DFT=    9.769431  Re=  -92.793283  Im=931491.052537
n=56   E_DFT=   10.615497  Re=   36.433309  Im=665381.124119
n=57   E_DFT=   10.660545  Re=   73.117330  Im=757935.647247
n=58   E_DFT=   12.076228  Re=  385.582527  Im=-15517.510031
n=59   E_DFT=   12.097790  Re=  390.919875  Im=-5410.236747
n=60   E_DFT=   14.435838  Re=   17.759075  Im=-405313.936519
n=61   E_DFT=   14.441038  Re=   45.515383  Im=-403201.687103
n=62   E_DFT=   15.090692  Re= -567.409237  Im=281013.882733
n=63   E_DFT=   15.093921  Re= -482.709555  Im=349204.934900
n=64   E_DFT=   15.220725  Re= -699.345635  Im=68610.350975
n=65   E_DFT=   15.223438  Re= -703.413163  Im=68787.797921
n=66   E_DFT=   15.554058  Re=  109.723569  Im=-291788.183084
n=67   E_DFT=   15.554321  Re=  111.619608  Im=-283220.591562
n=68   E_DFT=   15.934143  Re=  216.117006  Im=-1645576.441448
n=69   E_DFT=   15.970723  Re=  207.944342  Im=-1627475.862087
n=70   E_DFT=   16.783729  Re= -315.251220  Im=156312.191158
n=71   E_DFT=   16.785562  Re= -317.756282  Im=149077.405556
n=72   E_DFT=   16.917464  Re=  285.902038  Im=-74488.343708
n=73   E_DFT=   16.921490  Re=  290.912733  Im=-85736.731959
n=74   E_DFT=   17.693825  Re=  151.045230  Im=288428.145395
n=75   E_DFT=   17.743617  Re=  135.259664  Im=265803.231902
n=76   E_DFT=   18.030567  Re=   90.380254  Im=-121478.266104
n=77   E_DFT=   18.035051  Re=   90.210535  Im=-122562.295280
n=78   E_DFT=   19.504283  Re= -273.749573  Im=-166747.249872
n=79   E_DFT=   19.513777  Re= -289.130388  Im=-161896.234345
n=80   E_DFT=   19.632764  Re= -464.858193  Im=-777187.846406
n=81   E_DFT=   19.640344  Re= -419.671821  Im=-763754.055197
n=82   E_DFT=   19.713689  Re= -390.134985  Im=-1102825.512681
n=83   E_DFT=   19.760134  Re= -372.895210  Im=-1175857.205653
n=84   E_DFT=   21.307646  Re=  352.216523  Im=771096.402953
n=85   E_DFT=   21.392890  Re=  342.540874  Im=1061733.466116
n=86   E_DFT=   21.447627  Re=  460.274636  Im=-285602.569562
n=87   E_DFT=   21.468243  Re=  443.988276  Im=-120400.408479
n=88   E_DFT=   22.135011  Re=  236.069830  Im=-115350.863183
n=89   E_DFT=   22.137843  Re=  236.086072  Im=-111835.372245
n=90   E_DFT=   22.483378  Re=  733.320569  Im=-13542.146327
n=91   E_DFT=   22.486114  Re=  756.871819  Im=-21051.727056
n=92   E_DFT=   23.579833  Re= -391.632980  Im=-749113.749209
n=93   E_DFT=   23.587966  Re= -386.287723  Im=-789108.507576
n=94   E_DFT=   23.734400  Re= -720.636412  Im=-567779.064047
n=95   E_DFT=   23.740290  Re= -718.262289  Im=-546329.655164
n=96   E_DFT=   24.301640  Re= -143.510182  Im=433603.987290
n=97   E_DFT=   24.324380  Re= -183.534903  Im=423531.783135
n=98   E_DFT=   24.372062  Re=  102.708251  Im=-194392.211583
n=99   E_DFT=   24.374801  Re=  116.725342  Im=-196517.674675

k-point 33:
--------------------------------------------------------------------------------
n=0    E_DFT=  -65.468366  Re= -138.803647  Im=216034.403119
n=1    E_DFT=  -65.468363  Re= -123.642172  Im=210622.565174
n=2    E_DFT=  -42.219225  Re=  -16.015138  Im=2726933.322972
n=3    E_DFT=  -42.204416  Re=  -24.161575  Im=-903456.343580
n=4    E_DFT=  -39.715679  Re=  -25.596206  Im=982226.621585
n=5    E_DFT=  -39.696202  Re=  -14.838177  Im=-2134773.653457
n=6    E_DFT=  -39.570622  Re=  -19.371259  Im=-225689.721386
n=7    E_DFT=  -39.568904  Re=  -17.613318  Im=-409304.492713
n=8    E_DFT=  -17.545459  Re=  -71.074195  Im=53821.441899
n=9    E_DFT=  -17.506052  Re=  -79.752260  Im=56930.295825
n=10   E_DFT=  -17.368638  Re= -101.604703  Im=-515259.194454
n=11   E_DFT=  -17.365581  Re= -113.200184  Im=-502524.218888
n=12   E_DFT=  -10.630585  Re=   47.168838  Im=-400787.422394
n=13   E_DFT=  -10.619144  Re=   39.874451  Im=-453297.747911
n=14   E_DFT=  -10.254310  Re=  210.457824  Im=1110168.444296
n=15   E_DFT=  -10.244388  Re=  249.020671  Im=1059160.379163
n=16   E_DFT=   -9.147465  Re=   85.297707  Im=155992.802464
n=17   E_DFT=   -9.142129  Re=  102.433810  Im=93791.760573
n=18   E_DFT=   -8.577062  Re=  166.259844  Im=-41261.347173
n=19   E_DFT=   -8.560046  Re=  148.405727  Im=-68098.646417
n=20   E_DFT=   -7.703408  Re=  -47.997286  Im=183015.601162
n=21   E_DFT=   -7.638031  Re=  -45.891896  Im=238714.043420
n=22   E_DFT=   -7.117239  Re=  -15.308120  Im=-1263191.401679
n=23   E_DFT=   -7.105359  Re=  -16.658531  Im=-1330878.198915
n=24   E_DFT=   -5.867656  Re=   -5.817037  Im=-500507.534955
n=25   E_DFT=   -5.764843  Re=   -3.941608  Im=-435210.338908
n=26   E_DFT=   -3.108350  Re=  -33.371087  Im=-1175054.553258
n=27   E_DFT=   -3.088701  Re=  -48.811189  Im=-925750.342834
n=28   E_DFT=   -2.527624  Re=   -4.507152  Im=717332.738310
n=29   E_DFT=   -2.424766  Re=   -4.946950  Im=832409.263231
n=30   E_DFT=   -2.018792  Re=  -51.632567  Im=1217876.765167
n=31   E_DFT=   -2.013997  Re=  -36.007744  Im=1528825.375613
n=32   E_DFT=   -0.900245  Re= -158.906173  Im=1034559.498138
n=33   E_DFT=   -0.871182  Re= -164.709264  Im=1295069.077807
n=34   E_DFT=    1.945959  Re=  -51.977904  Im=2098776.232124
n=35   E_DFT=    1.983576  Re=  -45.865835  Im=2068413.450056
n=36   E_DFT=    3.821248  Re=    2.980184  Im=333342.693029
n=37   E_DFT=    3.848374  Re=  -27.468564  Im=804494.900700
n=38   E_DFT=    3.878466  Re=  -19.266549  Im=716584.911040
n=39   E_DFT=    3.888878  Re=    8.372744  Im=267028.021261
n=40   E_DFT=    4.941531  Re=   88.467037  Im=260798.527430
n=41   E_DFT=    4.945480  Re=   80.476285  Im=296270.698796
n=42   E_DFT=    5.062530  Re=   33.841263  Im=-2554559.630956
n=43   E_DFT=    5.065575  Re=   27.268330  Im=-2501841.382577
n=44   E_DFT=    5.970855  Re=  -33.240444  Im=-622496.186742
n=45   E_DFT=    5.985585  Re=  -34.896891  Im=-513122.319545
n=46   E_DFT=    7.712103  Re=   76.560665  Im=-298290.544352
n=47   E_DFT=    7.716249  Re=   70.681121  Im=-291137.435306
n=48   E_DFT=    8.225857  Re=  -16.135579  Im=1318089.538725
n=49   E_DFT=    8.236303  Re=  -20.089105  Im=1295543.969699
n=50   E_DFT=    9.059446  Re=   42.199378  Im=-230880.679015
n=51   E_DFT=    9.065216  Re=   41.622896  Im=-240743.009359
n=52   E_DFT=    9.639265  Re=  -80.845635  Im=2630033.551147
n=53   E_DFT=    9.642212  Re=  -72.780558  Im=2652614.007787
n=54   E_DFT=   10.407414  Re=   -5.282653  Im=-473903.012965
n=55   E_DFT=   10.439783  Re=   -7.994037  Im=-506338.539679
n=56   E_DFT=   11.974969  Re=   29.304116  Im=-1117159.131175
n=57   E_DFT=   11.982246  Re=   26.570282  Im=-1196147.396586
n=58   E_DFT=   13.134243  Re=   63.234251  Im=-251700.222024
n=59   E_DFT=   13.137581  Re=   59.785430  Im=-231053.680245
n=60   E_DFT=   13.174720  Re=   27.389938  Im=67230.766164
n=61   E_DFT=   13.179388  Re=   25.320397  Im=115895.055193
n=62   E_DFT=   14.314042  Re=   57.040635  Im=-218502.872349
n=63   E_DFT=   14.317398  Re=   56.077496  Im=-228343.973107
n=64   E_DFT=   14.782155  Re=   37.359488  Im=375252.228435
n=65   E_DFT=   14.823564  Re=   38.206616  Im=367576.541506
n=66   E_DFT=   15.868750  Re=   59.292301  Im=-506932.430691
n=67   E_DFT=   15.902549  Re=   56.512454  Im=-507307.165519
n=68   E_DFT=   16.231173  Re=   36.320031  Im=-331238.878299
n=69   E_DFT=   16.237868  Re=   37.160959  Im=-332308.044054
n=70   E_DFT=   16.957432  Re=   25.391527  Im=256124.929320
n=71   E_DFT=   16.962787  Re=   26.769857  Im=245938.556407
n=72   E_DFT=   17.403842  Re=   94.784898  Im=-309552.164858
n=73   E_DFT=   17.455890  Re=   98.755480  Im=-179475.371925
n=74   E_DFT=   17.926375  Re=  165.300085  Im=-1058672.184767
n=75   E_DFT=   17.928272  Re=  162.841975  Im=-1014084.865134
n=76   E_DFT=   18.305844  Re=  108.126157  Im=-620736.417019
n=77   E_DFT=   18.308611  Re=  107.400952  Im=-628685.519922
n=78   E_DFT=   19.025700  Re=  209.663561  Im=127263.420174
n=79   E_DFT=   19.025795  Re=  201.923234  Im=129174.284198
n=80   E_DFT=   19.939293  Re=  133.813708  Im=-284370.908166
n=81   E_DFT=   19.940021  Re=  134.605743  Im=-265347.874057
n=82   E_DFT=   19.999146  Re=  106.132348  Im=-393614.610044
n=83   E_DFT=   20.005207  Re=  104.819181  Im=-419334.956621
n=84   E_DFT=   21.135551  Re=  213.213649  Im=-27541.604851
n=85   E_DFT=   21.153859  Re=  213.018174  Im=  663.053863
n=86   E_DFT=   21.528329  Re=   49.719071  Im=-421153.369108
n=87   E_DFT=   21.532853  Re=   44.933295  Im=-408231.852650
n=88   E_DFT=   22.096328  Re=   12.329830  Im=386274.183819
n=89   E_DFT=   22.098253  Re=   16.051504  Im=438288.375583
n=90   E_DFT=   22.640336  Re=  147.580935  Im=-468420.381953
n=91   E_DFT=   22.645723  Re=  147.846938  Im=-446483.594352
n=92   E_DFT=   22.798622  Re=  206.152937  Im=-554262.879588
n=93   E_DFT=   22.799400  Re=  201.232353  Im=-567417.949786
n=94   E_DFT=   23.679958  Re=  163.333101  Im=375246.850200
n=95   E_DFT=   23.683919  Re=  159.116228  Im=385724.387898
n=96   E_DFT=   23.952064  Re=   77.563252  Im=-935545.832503
n=97   E_DFT=   23.979212  Re=   76.565380  Im=-980601.657951
n=98   E_DFT=   24.160332  Re=  148.258546  Im=225999.432920
n=99   E_DFT=   24.160700  Re=  148.614180  Im=252278.376526

k-point 34:
--------------------------------------------------------------------------------
