# bgw_ik  gw_ki  kx       ky       kz       band  BGW_Cor'     GW_sigC       diff
      4      3   0.00000  0.25000  0.25000    14    -4.576326    -1.635888   +2.940438
      4      3   0.00000  0.25000  0.25000    15    -4.572596    -1.860749   +2.711847
      4      3   0.00000  0.25000  0.25000    16    -4.572596    -1.860817   +2.711779
      5      4  -0.00000  0.25000  0.50000     1     5.559375          nan        +nan
      5      4  -0.00000  0.25000  0.50000     2     5.559375          nan        +nan
      5      4  -0.00000  0.25000  0.50000     3     3.987786     0.720746   -3.267040
      5      4  -0.00000  0.25000  0.50000     4     3.987786     0.720714   -3.267072
      5      4  -0.00000  0.25000  0.50000     5     2.276630     0.445534   -1.831096
      5      4  -0.00000  0.25000  0.50000     6     2.276630     0.445578   -1.831052
      5      4  -0.00000  0.25000  0.50000     7     2.033711     0.443265   -1.590446
      5      4  -0.00000  0.25000  0.50000     8     2.033711     0.443255   -1.590456
      5      4  -0.00000  0.25000  0.50000     9    -3.619645    -1.497952   +2.121693
      5      4  -0.00000  0.25000  0.50000    10    -3.619645    -1.497989   +2.121656
      5      4  -0.00000  0.25000  0.50000    11    -4.235465    -1.625376   +2.610089
      5      4  -0.00000  0.25000  0.50000    12    -4.235465    -1.625730   +2.609735
      5      4  -0.00000  0.25000  0.50000    13    -4.656163    -1.625569   +3.030594
      5      4  -0.00000  0.25000  0.50000    14    -4.656163    -1.626180   +3.029983
      5      4  -0.00000  0.25000  0.50000    15    -4.662645    -1.877620   +2.785025
      5      4  -0.00000  0.25000  0.50000    16    -4.662645    -1.877499   +2.785146
      6      5  -0.00000  0.25000  0.75000     1     5.934212          nan        +nan
      6      5  -0.00000  0.25000  0.75000     2     5.934212          nan        +nan
      6      5  -0.00000  0.25000  0.75000     3     3.493449     0.762740   -2.730709
      6      5  -0.00000  0.25000  0.75000     4     3.493449     0.762734   -2.730715
      6      5  -0.00000  0.25000  0.75000     5     2.357325     0.552655   -1.804670
      6      5  -0.00000  0.25000  0.75000     6     2.357325     0.553078   -1.804247
      6      5  -0.00000  0.25000  0.75000     7     1.691136     0.551172   -1.139964
      6      5  -0.00000  0.25000  0.75000     8     1.691136     0.551787   -1.139349
      6      5  -0.00000  0.25000  0.75000     9    -3.855428    -1.222218   +2.633210
      6      5  -0.00000  0.25000  0.75000    10    -3.855428    -1.222236   +2.633192
      6      5  -0.00000  0.25000  0.75000    11    -4.516922    -1.433611   +3.083311
      6      5  -0.00000  0.25000  0.75000    12    -4.516922    -1.433604   +3.083318
      6      5  -0.00000  0.25000  0.75000    13    -4.196131    -1.813447   +2.382684
      6      5  -0.00000  0.25000  0.75000    14    -4.196131    -1.813230   +2.382901
      6      5  -0.00000  0.25000  0.75000    15    -4.950151    -1.811531   +3.138620
      6      5  -0.00000  0.25000  0.75000    16    -4.950151    -1.812215   +3.137936
      7      6   0.00000  0.50000  0.50000     1     4.810967     2.055158   -2.755809
      7      6   0.00000  0.50000  0.50000     2     4.810967     2.055156   -2.755811
      7      6   0.00000  0.50000  0.50000     3     4.810967     1.427011   -3.383956
      7      6   0.00000  0.50000  0.50000     4     4.810967     1.427021   -3.383946
      7      6   0.00000  0.50000  0.50000     5     2.316343     0.894532   -1.421811
      7      6   0.00000  0.50000  0.50000     6     2.316343     0.894552   -1.421791
      7      6   0.00000  0.50000  0.50000     7     2.316343     0.849282   -1.467061
      7      6   0.00000  0.50000  0.50000     8     2.316343     0.849297   -1.467046
      7      6   0.00000  0.50000  0.50000     9    -3.452299    -1.405554   +2.046745
      7      6   0.00000  0.50000  0.50000    10    -3.452299    -1.405579   +2.046720
      7      6   0.00000  0.50000  0.50000    11    -3.452299    -1.658570   +1.793729
      7      6   0.00000  0.50000  0.50000    12    -3.452299    -1.658588   +1.793711
      7      6   0.00000  0.50000  0.50000    13    -6.311323    -1.885765   +4.425558
      7      6   0.00000  0.50000  0.50000    14    -6.311323    -1.885750   +4.425573
      7      6   0.00000  0.50000  0.50000    15    -6.311323    -1.843227   +4.468096
      7      6   0.00000  0.50000  0.50000    16    -6.311323    -1.843211   +4.468112
      8      7   0.25000  0.50000  0.75000     1     4.706559          nan        +nan
      8      7   0.25000  0.50000  0.75000     2     4.706559          nan        +nan
      8      7   0.25000  0.50000  0.75000     3     4.723237     1.094043   -3.629194
      8      7   0.25000  0.50000  0.75000     4     4.723237     1.094017   -3.629220
      8      7   0.25000  0.50000  0.75000     5     2.395330     0.922234   -1.473096
      8      7   0.25000  0.50000  0.75000     6     2.395330     0.922209   -1.473121
      8      7   0.25000  0.50000  0.75000     7     2.385952     0.721197   -1.664755
      8      7   0.25000  0.50000  0.75000     8     2.385952     0.721213   -1.664739
      8      7   0.25000  0.50000  0.75000     9    -4.067056    -1.552928   +2.514128
      8      7   0.25000  0.50000  0.75000    10    -4.067056    -1.552942   +2.514114
      8      7   0.25000  0.50000  0.75000    11    -4.068723    -1.807618   +2.261105
      8      7   0.25000  0.50000  0.75000    12    -4.068723    -1.807676   +2.261047
      8      7   0.25000  0.50000  0.75000    13    -4.614725    -1.661233   +2.953492
      8      7   0.25000  0.50000  0.75000    14    -4.614725    -1.661324   +2.953401
      8      7   0.25000  0.50000  0.75000    15    -4.619349    -1.906769   +2.712580
      8      7   0.25000  0.50000  0.75000    16    -4.619349    -1.906863   +2.712486
