HloModule jit__tau_kernel, entry_computation_layout={(c128[1000,2,480,60]{3,2,1,0}, c128[1000,60,2,480]{3,2,1,0}, c128[1000,60,2,480]{3,2,1,0}, c128[1000,2,480,60]{3,2,1,0}, f64[1000,60]{1,0}, /*index=5*/pred[1000,60]{1,0}, c128[1000,480,480]{2,1,0}, f64[1000,480,480]{2,1,0}, pred[1000,480,480]{2,1,0}, f64[], /*index=10*/f64[], c128[], c128[60,60]{1,0})->(c128[1000,60,60]{2,1,0}, c128[1000,60,60]{2,1,0})}, allow_spmd_sharding_propagation_to_parameters={false,false,false,false,false,true,false,false,false,true,true,true,true}, allow_spmd_sharding_propagation_to_output={true,true}, num_partitions=4

%region_0.120 (Arg_0.121: c128[], Arg_1.122: c128[]) -> c128[] {
  %Arg_0.121 = c128[] parameter(0), metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/jit(shmap_body)/reduce_scatter"}
  %Arg_1.122 = c128[] parameter(1), metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/jit(shmap_body)/reduce_scatter"}
  ROOT %add.123 = c128[] add(%Arg_0.121, %Arg_1.122), metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/jit(shmap_body)/add" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=411}
  ROOT %add.135 = c128[] add(%Arg_0.133, %Arg_1.134), metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/jit(shmap_body)/add" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=417}
}

ENTRY %main.218 (Arg_0.1: c128[1000,2,480,60], Arg_1.2: c128[1000,60,2,480], Arg_2.3: c128[1000,60,2,480], Arg_3.4: c128[1000,2,480,60], Arg_4.5: f64[1000,60], Arg_5.6: pred[1000,60], Arg_6.7: c128[1000,480,480], Arg_7.8: f64[1000,480,480], Arg_8.9: pred[1000,480,480], Arg_9.10: f64[], Arg_10.11: f64[], Arg_11.12: c128[], Arg_12.13: c128[60,60]) -> (c128[1000,60,60], c128[1000,60,60]) {
  %Arg_2.3 = c128[1000,60,2,480]{3,2,1,0} parameter(2), sharding={devices=[1,1,1,2,2]<=[4] last_tile_dim_replicate}, metadata={op_name="psi_proj_rmu_X"}
  %copy.8 = c128[1000,60,2,480]{3,2,1,0} copy(%Arg_2.3), sharding={devices=[1,1,1,2,2]<=[4] last_tile_dim_replicate}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/shard_map" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=478}
  %custom-call.2 = c128[1000,60,2,240]{3,2,1,0} custom-call(%copy.8), custom_call_target="SPMDFullToShardShape", sharding={manual}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/shard_map" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=478}
  %real.5 = f64[1000,60,2,240]{3,2,1,0} real(%custom-call.2), sharding={manual}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/jit(shmap_body)/real" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=409}
  %imag.5 = f64[1000,60,2,240]{3,2,1,0} imag(%custom-call.2), sharding={manual}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/jit(shmap_body)/imag" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=409}
  %negate.2 = f64[1000,60,2,240]{3,2,1,0} negate(%imag.5), sharding={manual}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/jit(shmap_body)/neg" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=409}
  %complex.4 = c128[1000,60,2,240]{3,2,1,0} complex(%real.5, %negate.2), sharding={manual}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/jit(shmap_body)/complex" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=409}
  %Arg_12.13 = c128[60,60]{1,0} parameter(12), metadata={op_name="eye_nb"}
  %broadcast.3 = c128[1000,60,60]{2,1,0} broadcast(%Arg_12.13), dimensions={1,2}, sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=513}
  %Arg_5.6 = pred[1000,60]{1,0} parameter(5), metadata={op_name="mask_A"}
  %Arg_4.5 = f64[1000,60]{1,0} parameter(4), sharding={replicated}, metadata={op_name="E_A"}
  %Arg_9.10 = f64[] parameter(9), metadata={op_name="E_ref_A"}
  %broadcast.4 = f64[1000,60]{1,0} broadcast(%Arg_9.10), dimensions={}, sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/sub" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %subtract.0 = f64[1000,60]{1,0} subtract(%Arg_4.5, %broadcast.4), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/sub" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %convert.2 = c128[1000,60]{1,0} convert(%subtract.0), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/convert_element_type" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %Arg_11.12 = c128[] parameter(11), metadata={op_name="t_node"}
  %constant.0 = c128[] constant((-0, -1)), sharding={replicated}
  %multiply.22 = c128[] multiply(%Arg_11.12, %constant.0), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %broadcast.25 = c128[1000,60]{1,0} broadcast(%multiply.22), dimensions={}, sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %multiply.1 = c128[1000,60]{1,0} multiply(%convert.2, %broadcast.25), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %real.3 = f64[1000,60]{1,0} real(%multiply.1), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %exponential.0 = f64[1000,60]{1,0} exponential(%real.3), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %constant.1 = f64[] constant(inf), sharding={replicated}
  %broadcast.7 = f64[1000,60]{1,0} broadcast(%constant.1), dimensions={}, sharding={replicated}
  %compare.0 = pred[1000,60]{1,0} compare(%exponential.0, %broadcast.7), direction=EQ, sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %constant.2 = f64[] constant(0.5), sharding={replicated}
  %broadcast.8 = f64[1000,60]{1,0} broadcast(%constant.2), dimensions={}, sharding={replicated}
  %multiply.2 = f64[1000,60]{1,0} multiply(%real.3, %broadcast.8), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %exponential.1 = f64[1000,60]{1,0} exponential(%multiply.2), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %imag.3 = f64[1000,60]{1,0} imag(%multiply.1), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %cosine.0 = f64[1000,60]{1,0} cosine(%imag.3), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %multiply.3 = f64[1000,60]{1,0} multiply(%exponential.1, %cosine.0), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %multiply.4 = f64[1000,60]{1,0} multiply(%multiply.3, %exponential.1), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %multiply.5 = f64[1000,60]{1,0} multiply(%exponential.0, %cosine.0), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %select.2 = f64[1000,60]{1,0} select(%compare.0, %multiply.4, %multiply.5), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %constant.3 = f64[] constant(0), sharding={replicated}
  %broadcast.9 = f64[1000,60]{1,0} broadcast(%constant.3), dimensions={}, sharding={replicated}
  %compare.1 = pred[1000,60]{1,0} compare(%imag.3, %broadcast.9), direction=EQ, sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %sine.0 = f64[1000,60]{1,0} sine(%imag.3), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %multiply.6 = f64[1000,60]{1,0} multiply(%exponential.1, %sine.0), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %multiply.7 = f64[1000,60]{1,0} multiply(%multiply.6, %exponential.1), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %multiply.8 = f64[1000,60]{1,0} multiply(%exponential.0, %sine.0), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %select.3 = f64[1000,60]{1,0} select(%compare.0, %multiply.7, %multiply.8), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %select.4 = f64[1000,60]{1,0} select(%compare.1, %broadcast.9, %select.3), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %complex.2 = c128[1000,60]{1,0} complex(%select.2, %select.4), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=511}
  %constant.11 = c128[] constant((0, 0)), sharding={replicated}
  %broadcast.10 = c128[1000,60]{1,0} broadcast(%constant.11), dimensions={}, sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/jit(_where)/broadcast_in_dim" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=512}
  %select.5 = c128[1000,60]{1,0} select(%Arg_5.6, %complex.2, %broadcast.10), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/jit(_where)/select_n" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=512}
  %broadcast.12 = c128[1000,60,60]{2,1,0} broadcast(%select.5), dimensions={0,1}, sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=513}
  %multiply.9 = c128[1000,60,60]{2,1,0} multiply(%broadcast.3, %broadcast.12), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=513}
  %Arg_0.1 = c128[1000,2,480,60]{3,2,1,0} parameter(0), sharding={devices=[1,1,2,1,2]<=[4] last_tile_dim_replicate}, metadata={op_name="psi_coh_rmuT_X"}
  %dot.4 = c128[1000,60,2,480]{3,2,1,0} dot(%multiply.9, %Arg_0.1), lhs_batch_dims={0}, lhs_contracting_dims={1}, rhs_batch_dims={0}, rhs_contracting_dims={3}, sharding={devices=[1,1,1,2,2]<=[4] last_tile_dim_replicate}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/ksxi,kij,kjty->ksxty/dot_general" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/greens_function_kernel.py" source_line=25}
  %Arg_1.2 = c128[1000,60,2,480]{3,2,1,0} parameter(1), sharding={devices=[1,1,1,2,2]<=[2,2]T(1,0) last_tile_dim_replicate}, metadata={op_name="psi_coh_rmu_Y"}
  %real.6 = f64[1000,60,2,480]{3,2,1,0} real(%Arg_1.2), sharding={devices=[1,1,1,2,2]<=[2,2]T(1,0) last_tile_dim_replicate}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/real" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/greens_function_kernel.py" source_line=26}
  %imag.6 = f64[1000,60,2,480]{3,2,1,0} imag(%Arg_1.2), sharding={devices=[1,1,1,2,2]<=[2,2]T(1,0) last_tile_dim_replicate}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/imag" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/greens_function_kernel.py" source_line=26}
  %negate.3 = f64[1000,60,2,480]{3,2,1,0} negate(%imag.6), sharding={devices=[1,1,1,2,2]<=[2,2]T(1,0) last_tile_dim_replicate}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/neg" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/greens_function_kernel.py" source_line=26}
  %complex.5 = c128[1000,60,2,480]{3,2,1,0} complex(%real.6, %negate.3), sharding={devices=[1,1,1,2,2]<=[2,2]T(1,0) last_tile_dim_replicate}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/complex" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/greens_function_kernel.py" source_line=26}
  %dot.5 = c128[1000,2,480,2,480]{4,3,2,1,0} dot(%dot.4, %complex.5), lhs_batch_dims={0}, lhs_contracting_dims={1}, rhs_batch_dims={0}, rhs_contracting_dims={1}, sharding={devices=[1,1,2,1,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/ksxi,kij,kjty->ksxty/dot_general" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/greens_function_kernel.py" source_line=25}
  %reshape.4 = c128[10,10,10,2,480,2,480]{6,5,4,3,2,1,0} reshape(%dot.5), sharding={devices=[1,1,1,1,2,1,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/reshape" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/fft_helpers.py" source_line=296}
  %copy.7 = c128[10,10,10,2,480,2,480]{6,5,4,3,2,1,0} copy(%reshape.4), sharding={devices=[1,1,1,1,2,1,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/sharding_constraint" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/fft_helpers.py" source_line=295}
  %custom-call.4 = c128[10,10,10,2,480,2,480]{6,5,4,3,2,1,0} custom-call(%copy.7), custom_call_target="CustomSPMDPartitioning", api_version=API_VERSION_STATUS_RETURNING, sharding={devices=[1,1,1,1,2,1,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/custom_partitioning" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/fft_helpers.py" source_line=159}, backend_config="140454761523936"
  %custom-call.5 = c128[10,10,10,2,480,2,480]{6,5,4,3,2,1,0} custom-call(%custom-call.4), custom_call_target="CustomSPMDPartitioning", api_version=API_VERSION_STATUS_RETURNING, sharding={devices=[1,1,1,1,2,1,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/custom_partitioning" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/fft_helpers.py" source_line=159}, backend_config="140454761524272"
  %custom-call.6 = c128[10,10,10,2,480,2,480]{6,5,4,3,2,1,0} custom-call(%custom-call.5), custom_call_target="CustomSPMDPartitioning", api_version=API_VERSION_STATUS_RETURNING, sharding={devices=[1,1,1,1,2,1,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/custom_partitioning" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/fft_helpers.py" source_line=159}, backend_config="140454761525808"
  %reshape.5 = c128[1000,2,480,2,480]{4,3,2,1,0} reshape(%custom-call.6), sharding={devices=[1,1,2,1,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_sigma_kij_kernel)/reshape" source_file="/global/homes/j/jackm/software/lorrax_C/src/common/fft_helpers.py" source_line=297}
  %Arg_8.9 = pred[1000,480,480]{2,1,0} parameter(8), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="mask_B"}
  %Arg_6.7 = c128[1000,480,480]{2,1,0} parameter(6), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="B_q"}
  %Arg_7.8 = f64[1000,480,480]{2,1,0} parameter(7), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="Omega_q"}
  %Arg_10.11 = f64[] parameter(10), metadata={op_name="E_ref_B"}
  %broadcast.13 = f64[1000,480,480]{2,1,0} broadcast(%Arg_10.11), dimensions={}, sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/sub" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %subtract.1 = f64[1000,480,480]{2,1,0} subtract(%Arg_7.8, %broadcast.13), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/sub" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %convert.3 = c128[1000,480,480]{2,1,0} convert(%subtract.1), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/convert_element_type" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %constant.5 = c128[] constant((-0, -1)), sharding={replicated}
  %multiply.24 = c128[] multiply(%Arg_11.12, %constant.5), sharding={replicated}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %broadcast.26 = c128[1000,480,480]{2,1,0} broadcast(%multiply.24), dimensions={}, sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %multiply.11 = c128[1000,480,480]{2,1,0} multiply(%convert.3, %broadcast.26), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/mul" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %real.4 = f64[1000,480,480]{2,1,0} real(%multiply.11), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %exponential.2 = f64[1000,480,480]{2,1,0} exponential(%real.4), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %constant.6 = f64[] constant(inf), sharding={replicated}
  %broadcast.16 = f64[1000,480,480]{2,1,0} broadcast(%constant.6), dimensions={}, sharding={devices=[1,2,2]<=[4]}
  %compare.2 = pred[1000,480,480]{2,1,0} compare(%exponential.2, %broadcast.16), direction=EQ, sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %constant.7 = f64[] constant(0.5), sharding={replicated}
  %broadcast.17 = f64[1000,480,480]{2,1,0} broadcast(%constant.7), dimensions={}, sharding={devices=[1,2,2]<=[4]}
  %multiply.12 = f64[1000,480,480]{2,1,0} multiply(%real.4, %broadcast.17), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %exponential.3 = f64[1000,480,480]{2,1,0} exponential(%multiply.12), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %imag.4 = f64[1000,480,480]{2,1,0} imag(%multiply.11), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %cosine.1 = f64[1000,480,480]{2,1,0} cosine(%imag.4), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %multiply.13 = f64[1000,480,480]{2,1,0} multiply(%exponential.3, %cosine.1), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %multiply.14 = f64[1000,480,480]{2,1,0} multiply(%multiply.13, %exponential.3), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %multiply.15 = f64[1000,480,480]{2,1,0} multiply(%exponential.2, %cosine.1), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
  %select.6 = f64[1000,480,480]{2,1,0} select(%compare.2, %multiply.14, %multiply.15), sharding={devices=[1,2,2]<=[4]}, metadata={op_name="jit(_tau_kernel)/jit(main)/jit(_build_tau_operands)/exp" source_file="/global/homes/j/jackm/software/lorrax_C/src/gw/ppm_sigma.py" source_line=515}
