# memory_timeline.txt — live-array sampler output
# Interval: 0.250s  |  Samples: 119

── Peak live HBM  at t=27.12s  ──────────────────────────
bytes_in_use                = 33.94 MiB
device.peak_bytes_in_use    = 220.35 MiB  (cumulative)
   11.83        4.67 MiB        8        3.92 MiB
   12.08        4.67 MiB        8        3.92 MiB
   12.34        4.67 MiB        8        3.92 MiB
   12.59        4.67 MiB        8        3.92 MiB
   12.84        3.21 MiB       11        3.16 MiB
   13.09        3.21 MiB       11        3.16 MiB
   13.34        3.21 MiB       11        3.16 MiB
   13.59       10.20 MiB       11        3.16 MiB
   13.84       10.20 MiB       11        3.16 MiB
   14.09        4.93 MiB       11        4.71 MiB
   14.34        4.93 MiB       11        4.71 MiB
   14.59        4.93 MiB       12        4.71 MiB
   14.84        7.09 MiB       11        6.27 MiB
   15.09        7.09 MiB       11        6.27 MiB
   15.34        7.09 MiB       12        6.27 MiB
   15.59        7.87 MiB       11        7.82 MiB
   15.84        7.87 MiB       11        7.82 MiB
   16.09        1.84 MiB       18        1.72 MiB
   16.34        1.81 MiB       20        1.78 MiB
   16.59        2.02 MiB       25        1.99 MiB
   16.84        2.36 MiB       27        2.25 MiB
   17.09        2.35 MiB       28        2.23 MiB
   17.34        2.21 MiB       22        2.19 MiB
   17.59        3.31 MiB       24        3.28 MiB
   17.84        5.50 MiB       25        5.47 MiB
   18.09        6.59 MiB       25        6.56 MiB
   18.34        8.78 MiB       27        8.75 MiB
   18.60        3.97 MiB       20        3.95 MiB
   18.85        6.16 MiB       21        6.13 MiB
   19.10        3.94 MiB       16        3.85 MiB
   19.35        4.72 MiB       17        4.64 MiB
   19.60        6.57 MiB       17        5.42 MiB
   19.85        6.57 MiB       17        5.42 MiB
   20.10        6.57 MiB       17        6.19 MiB
   20.35        7.05 MiB       17        6.97 MiB
   20.60        7.05 MiB       17        6.97 MiB
   20.85       12.95 MiB       28       12.42 MiB
   21.10       12.91 MiB       27       12.39 MiB
   21.35       10.55 MiB       32       10.04 MiB
   21.60       12.88 MiB       34       11.59 MiB
   21.85        6.86 MiB       40        6.39 MiB
   22.10        6.82 MiB       40        6.36 MiB
   22.35        7.29 MiB       47        6.83 MiB
   22.61        7.29 MiB       50        6.83 MiB
   22.86        8.33 MiB       44        7.86 MiB
   23.11       11.63 MiB       45       11.16 MiB
   23.36       11.20 MiB       41       10.73 MiB
   23.61       12.78 MiB       41       10.73 MiB
   23.86       33.59 MiB       39       16.27 MiB
   24.11       10.39 MiB       35       10.06 MiB
   24.36       25.69 MiB       39       13.17 MiB
   24.61        6.40 MiB       40        6.39 MiB
   24.86        6.37 MiB       40        6.36 MiB
   25.11        6.84 MiB       47        6.82 MiB
   25.36        6.84 MiB       50        6.82 MiB
   25.61        7.86 MiB       44        7.85 MiB
   25.86       12.78 MiB       45       11.12 MiB
   26.11       12.80 MiB       41       10.69 MiB
   26.36       12.35 MiB       41       10.69 MiB
   26.61       12.75 MiB       38       10.62 MiB
   26.87       25.41 MiB       36       13.14 MiB
   27.12       33.94 MiB       39       16.27 MiB
   27.37       10.54 MiB       32       10.04 MiB
   27.62       10.41 MiB       32       10.04 MiB
   27.87       10.38 MiB       35       10.06 MiB
   28.12       24.95 MiB       39       13.17 MiB
   29.21          0.00 B        0          0.00 B
   31.17          0.00 B        0          0.00 B
   31.97          0.00 B        0          0.00 B
   32.64          0.00 B        0          0.00 B
   32.89          0.00 B        0          0.00 B
   33.14          0.00 B        0          0.00 B
   33.39          0.00 B        0          0.00 B
   33.64          0.00 B        0          0.00 B
   33.89          0.00 B        0          0.00 B
   34.14          0.00 B        0          0.00 B
   34.39          0.00 B        0          0.00 B
   34.64          0.00 B        0          0.00 B
   34.89          0.00 B        0          0.00 B
   35.14          0.00 B        0          0.00 B
   35.36          0.00 B        0          0.00 B
